time,delta0,delta1,delta2,delta3,delta4
0,0024,0020,0046,0050,0047,
1,0025,0020,0049,0054,0049,
2,0036,0033,0057,0076,0064,
3,0036,0033,0057,0076,0064,
4,0036,0033,0057,0076,0064,
5,0014,0015,0038,0049,0037,
6,0014,0015,0032,0037,0037,
7,0013,0010,0030,0034,0035,
8,0004,0004,0008,0006,0006,
9,0004,0004,0008,0006,0006,
10,0004,0004,0008,0006,0006,
11,0002,-001,0006,0003,-001,
12,0002,-001,0006,0003,-001,
13,0002,-001,0006,0003,-001,
14,0002,-001,0006,0002,0000,
15,0002,-001,0006,0002,0000,
16,0002,-001,0006,0002,0000,
17,0000,0000,0004,0003,0000,
18,0000,0000,0004,0003,0000,
19,0000,0000,0004,0003,0000,
20,0003,0002,0002,0000,-002,
21,0003,0002,0002,0000,-002,
22,0003,0002,0002,0000,-002,
23,0004,0001,-004,0001,-002,
24,0004,0001,-004,0001,-002,
25,0004,0001,-004,0001,-002,
26,0003,0002,0001,0001,0002,
27,0003,0002,0001,0001,0002,
28,0003,0002,0001,0001,0002,
29,0004,0000,0005,0002,0001,
