delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0002,0001,0000,-001,0001,0000,0000,-002,0001
0001,-001,0000,0002,0001,0000,0000,-002,0001
0001,-001,0000,0002,0001,0000,0000,0000,0001
0001,-001,0000,0000,0001,0000,0000,0000,0001
0002,0001,0000,0000,0002,0001,0000,0000,0001
0002,-001,0000,0001,0002,0001,0002,0000,0001
0002,0000,0000,0001,0002,0001,0003,0001,-001
0002,0000,0001,0001,0002,0001,0003,0000,-001
0001,0001,0001,0001,0002,0003,0003,0001,-001
0003,0002,0002,0002,0002,0004,0005,0002,0002
0004,0002,0002,0003,0003,0004,0005,0003,0006
0008,0004,0003,0006,0003,0005,0008,0003,0006
0009,0005,0004,0012,0005,0005,0011,0003,0006
0013,0005,0004,0015,0006,0005,0015,0004,0006
0018,0006,0004,0021,0008,0005,0019,0004,0005
0020,0006,0002,0023,0010,0004,0019,0005,0005
0020,0008,0002,0023,0012,0002,0018,0006,0003
0017,0013,0003,0018,0021,0002,0010,0014,0002
0008,0022,0003,0007,0028,0005,0006,0018,0003
0002,0032,0004,0002,0047,0006,0002,0023,0005
0002,0032,0004,0002,0047,0006,0002,0023,0005
0002,0025,0004,0002,0040,0006,0002,0023,0005
0002,0015,0004,0002,0031,0006,0002,0023,0005
0002,0015,0004,0002,0022,0006,0002,0023,0005
0002,0015,0004,0002,0015,0006,0002,0023,0005
0003,0005,0015,0001,0006,0022,0002,0005,0018
0003,0003,0015,0001,0003,0022,0002,0003,0023
0003,0001,0007,0001,0003,0021,0001,0002,0023
0002,0001,0002,0000,0002,0006,0002,0002,0014
0001,0001,0002,0000,0001,0005,0002,0000,0007
0001,0001,0001,-001,0001,0005,0002,-001,0005
0001,0001,0001,-001,0001,0001,0001,-001,0005
0001,0000,0000,-001,0000,0001,0001,-001,0004
0001,0000,0000,0001,0000,0001,0000,0001,0004
0001,0000,0002,0001,-001,0000,0000,0001,0003
0004,0001,0002,0001,0002,0000,-001,0000,0003
0004,0001,0001,0001,0001,0003,-001,-001,0003
0002,0001,0001,-001,0001,0003,-001,-001,0002
0002,0001,0001,-001,0001,0002,0000,0000,0003
0002,0002,0001,-001,0001,0001,0000,0000,0002
0002,0002,0001,-001,0001,0002,0001,0000,0003
0002,0002,0000,-001,0002,0001,0001,0000,0003
0002,0002,0000,-001,0002,-001,0002,0000,0003
0003,0002,0000,-001,0001,-001,0001,0000,0002
0001,0001,-001,0000,0001,0001,0001,0000,0002
0003,0002,-001,0001,0001,0001,0001,0000,0002
0001,0001,-001,0001,0001,0002,0001,0000,0001
0002,0000,0000,0001,0001,0002,0001,0000,0001
0002,0000,0001,-001,0001,0002,0001,0000,0003
0002,0000,0001,-001,0001,-002,0001,-001,0003
0002,0000,0001,0000,0001,-002,0001,-001,0001
0003,0000,0001,0000,0001,0001,0001,0000,0001
0001,0000,0001,-001,0001,0001,0002,0000,0001
0002,0001,0001,-001,0000,0001,0003,0000,0001
0002,0001,0001,0001,0000,0000,0002,0000,0001
