delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0004,0000,0002,0002,0001,0001,0002,0000,-002
0004,0000,0002,0002,0001,0000,0002,0000,-002
0004,0000,0001,0002,0002,0001,0003,0000,-002
0002,-001,0001,0002,0002,0002,0000,0000,-001
0002,-001,0001,0002,0002,0002,0004,0000,-001
0002,-001,0002,0003,0003,0002,0003,0001,-001
0005,0001,0003,0005,0004,0002,0004,0000,-002
0005,0001,0003,0005,0006,0002,0004,0001,0000
0005,0002,0003,0005,0005,0004,0007,0001,0000
0008,0001,0004,0010,0005,0006,0011,0003,0002
0008,0003,0004,0010,0005,0005,0012,0004,0003
0011,0004,0004,0012,0006,0005,0013,0004,0002
0012,0004,0003,0014,0008,0005,0015,0005,0002
0015,0004,0003,0016,0008,0005,0017,0004,0002
0016,0004,0003,0020,0008,0001,0017,0005,0000
0016,0004,0002,0023,0010,0001,0013,0006,0000
0016,0005,0002,0023,0013,0002,0010,0008,0000
0013,0009,0002,0014,0017,0003,0005,0008,0002
0011,0014,0007,0007,0022,0003,0003,0013,0002
0007,0024,0007,0005,0030,0003,0003,0013,0004
0003,0024,0006,0003,0030,0006,0003,0009,0004
0003,0024,0006,0003,0027,0006,0003,0009,0004
0003,0024,0006,0003,0025,0006,0003,0009,0004
0003,0024,0006,0003,0020,0006,0003,0009,0004
0003,0014,0011,0001,0017,0010,0002,0004,0008
0002,0009,0014,0000,0008,0016,0001,0002,0010
0003,0001,0023,0001,0004,0026,0000,0002,0015
0003,0000,0029,0003,0004,0036,0000,0002,0018
0003,0000,0029,0003,0004,0036,0000,0002,0018
0003,0000,0021,0003,0004,0029,0000,0002,0018
0003,0000,0016,0003,0004,0024,0000,0002,0018
0003,0000,0016,0003,0004,0023,0000,0002,0018
0002,0000,0008,0001,0002,0010,0000,0000,0005
0001,0000,0007,0001,0002,0005,0000,0000,0003
0001,0000,0003,0001,0001,0001,0000,0000,0001
0001,0000,0003,0001,0001,0001,0000,0000,0001
0001,0001,0002,0000,0001,0001,0000,0002,0001
0001,0001,0002,0001,0001,0001,0000,0002,0001
0002,0000,0002,-001,0001,0001,0000,0000,0001
0002,-001,0002,-001,0001,0000,0000,0000,0001
0001,-001,0004,-001,0002,0000,0001,0000,0001
0001,0000,0004,-001,0002,0000,0002,0000,0001
0000,0000,0004,-001,0001,0000,0001,0000,0000
0000,0000,0002,-001,0001,0000,0001,0000,0001
0003,0000,0004,-001,0001,0001,0000,0000,0001
0003,0000,0001,0000,0001,0001,-001,0000,0001
0002,0000,0001,0000,0001,0001,0000,0000,-001
0002,0000,0001,0000,0001,0000,0000,0001,-001
0001,0000,0002,0000,0001,0000,0000,0001,0000
0001,0000,0002,0000,0000,0000,0000,0001,0000
0001,0000,0002,0000,0000,0001,0002,0002,0001
0000,-001,0002,-001,0001,0002,0002,0002,0001
0000,0000,0002,0000,0001,0002,-001,0000,0001
0001,0000,0001,0000,0001,0001,-001,0000,0001
0002,0000,0001,0000,0000,0001,-001,0000,0002
