delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0003,0002,0000,0003,0002,0003,0006,0002,0001
0003,0003,0000,0004,0002,0003,0006,0003,0001
0003,0003,0001,0004,0002,0003,0006,0003,0001
0003,0003,0001,0004,0001,0005,0006,0001,0001
0005,0003,0000,0004,0002,0005,0007,0001,0001
0006,0005,0000,0007,0002,0005,0008,0001,0003
0007,0005,0000,0008,0004,0005,0008,0003,0003
0008,0005,0000,0013,0004,0006,0010,0003,0002
0009,0004,0000,0014,0005,0002,0010,0004,0002
0010,0005,0000,0015,0005,0004,0011,0004,0003
0011,0005,0000,0017,0006,0004,0012,0005,0003
0013,0008,0001,0018,0010,0004,0015,0005,0002
0014,0010,0001,0018,0010,0004,0015,0007,0002
0014,0011,0001,0015,0014,0004,0008,0010,0001
0012,0019,0002,0015,0021,0005,0007,0015,0002
0009,0021,0003,0009,0025,0006,0005,0016,0002
0003,0024,0003,0005,0028,0006,0005,0017,0005
0003,0024,0003,0005,0030,0006,0005,0017,0005
0003,0024,0003,0005,0031,0006,0005,0017,0005
0003,0024,0003,0005,0031,0006,0005,0017,0005
0003,0024,0003,0005,0031,0006,0005,0017,0005
0003,0024,0003,0005,0031,0006,0005,0017,0005
0001,0021,0013,0002,0023,0023,0001,0012,0014
0000,0012,0025,0000,0010,0027,0000,0006,0022
-001,0005,0034,0000,0004,0031,-001,0002,0026
-001,0005,0038,0000,0004,0034,-001,0002,0026
-001,0005,0038,0000,0003,0037,-001,0002,0029
-001,0005,0034,0000,0001,0042,-001,0002,0031
-001,0005,0029,0000,0001,0043,-001,0002,0031
-001,0005,0023,0000,0000,0046,-001,0002,0031
-001,0005,0023,0000,0000,0046,-001,0002,0029
-001,0002,0006,0000,0000,0017,0001,0002,0015
0001,0002,0005,0003,0000,0004,0001,0003,0008
0001,0002,0003,0003,0000,0004,0001,0003,0005
0001,0002,0003,0003,0000,0007,0001,0003,0006
0001,0002,0003,0003,0000,0007,0001,0003,0006
0001,0002,0003,0003,0000,0006,0001,0003,0006
0001,0002,0003,0003,0000,0005,0001,0003,0005
0001,0003,0002,0001,0000,0004,0001,0000,0003
0002,0003,0002,0001,0000,0004,0001,0000,0002
0002,0001,-002,0001,0000,0002,0001,0000,0000
-001,0001,-002,0000,-001,0002,0001,0000,0000
-001,0001,-001,0000,-001,0002,0001,0001,0000
-001,0001,-001,0000,-001,0002,0001,-001,0000
0000,0003,-002,0000,-001,0001,-001,0000,0000
0000,0003,-002,0000,0001,0002,0001,-002,0002
0000,0003,-001,0000,0000,0002,0001,0000,0002
0000,0003,-001,0000,0000,0002,0002,0000,0002
0000,0003,-001,0000,0000,0002,0001,0001,0002
0001,0002,-001,0000,0000,0002,0002,0001,0001
0001,0002,-001,0000,0000,0002,0001,0000,0001
0001,0002,0001,0000,0000,0002,-001,0000,0001
0000,0003,0000,0000,0000,0004,-001,0000,0002
0000,0003,0001,0000,0000,0005,0000,0001,0003
0000,0003,0000,0000,0000,0006,0000,0001,0004
