delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0002,0000,0001,-001,0001,0001,-001,0002,0000
0002,0001,0001,0000,0001,0001,0000,0002,0000
0002,0002,0000,0000,0001,0002,0000,0002,0000
0002,0003,0000,0000,0001,0002,0000,0001,-001
0002,0003,0000,0000,0001,0002,0000,0001,-001
0003,0002,0000,0000,0001,0002,0000,0001,-001
0003,0002,0001,0000,0002,0002,0001,0003,0000
0003,0002,0001,0001,0002,0003,0003,0003,0000
0003,0002,0001,0001,0003,0003,0004,0005,0000
0007,0001,0001,0001,0003,0004,0004,0005,0000
0007,0003,0002,0003,0005,0006,0004,0002,0001
0007,0005,0002,0006,0005,0006,0007,0002,0001
0009,0005,0002,0010,0005,0006,0008,0002,0001
0013,0004,0002,0014,0007,0005,0013,0004,0002
0021,0004,0003,0022,0007,0005,0014,0004,0002
0022,0005,0003,0022,0008,0005,0016,0005,0002
0022,0006,0003,0022,0008,0005,0016,0005,0001
0022,0010,0003,0022,0014,0003,0013,0008,0001
0018,0014,0003,0021,0021,0003,0012,0012,0001
0010,0021,0001,0010,0026,0003,0011,0014,0001
0007,0026,0001,0005,0030,0003,0005,0016,0001
0007,0026,0001,0005,0030,0003,0005,0016,0001
0007,0026,0001,0005,0030,0003,0005,0016,0001
0007,0025,0001,0005,0030,0003,0005,0016,0001
0007,0023,0001,0005,0030,0003,0005,0016,0001
0007,0023,0001,0005,0027,0003,0005,0016,0001
0004,0018,0006,0002,0022,0010,0005,0016,0009
0003,0011,0011,0000,0016,0013,0004,0014,0011
0001,0007,0014,0000,0009,0018,0000,0010,0011
0001,0007,0014,0000,0008,0018,0000,0010,0011
0001,0007,0014,0000,0006,0018,0000,0010,0011
0001,0007,0014,0000,0006,0018,0000,0010,0011
0001,0007,0014,0000,0006,0018,0000,0010,0011
0001,0007,0014,0000,0005,0018,0000,0010,0011
0001,0001,0009,0000,0004,0018,0002,0007,0012
0003,0001,0007,0001,0004,0015,0002,0005,0012
0003,0001,0004,0001,0002,0013,0000,0002,0009
0003,0001,0003,0001,0002,0009,0000,0002,0008
0002,0002,0003,0001,0000,0007,0000,0002,0006
0002,0002,0002,0000,0000,0006,0001,0000,0006
0002,0002,0001,0000,0000,0005,0001,0002,0006
0003,0002,0001,0000,0002,0005,0000,0002,0006
0001,0000,0001,0000,0000,0003,-001,0002,0005
0001,0000,0001,0000,0002,0003,-001,0001,0003
0001,0001,0001,0000,0002,0002,0000,0001,0003
0001,0001,0001,0001,0002,0002,0001,0001,0003
0001,0001,0001,0001,0002,0001,0001,0001,0004
0001,-001,0000,0000,0002,0001,0002,0004,0004
0001,-001,0000,-001,0002,0001,0000,0002,0003
0001,-001,0000,-001,0002,0000,0000,0002,0003
0001,0000,0001,-001,0001,0000,0000,0002,0003
0001,0002,0002,0000,0000,0000,0000,0002,0002
0001,0000,0001,-001,0000,0000,0001,0002,-001
0001,0002,0001,0000,0001,0001,0001,0002,-001
0002,0001,0001,0000,0001,0000,0001,0002,0000
