delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0001,0001,0000,0000,0001,0001,0001,0000,0000
0002,0001,0000,0000,0001,0001,0001,0000,0000
0003,0001,0001,0001,0001,0001,0002,0000,0000
0003,0002,0001,0001,0001,0002,0002,0000,0000
0003,0002,0001,0001,0001,0002,0001,0000,0000
0003,0002,0001,0001,0001,0003,0001,0002,0000
0002,0002,0001,0000,0000,0002,0001,0001,0000
0001,0002,0000,0001,0000,0002,0003,0002,0000
0002,0001,0001,0001,0000,0002,0003,0003,0000
0001,0001,0002,0001,0001,0003,0005,0003,0003
0002,0001,0002,0003,0004,0003,0007,0007,0003
0003,0003,0002,0004,0004,0003,0007,0010,0003
0004,0004,0002,0007,0007,0005,0008,0013,0005
0004,0007,0003,0011,0014,0006,0008,0013,0006
0004,0009,0003,0012,0023,0006,0007,0013,0005
0010,0017,0004,0012,0023,0006,0004,0008,0006
0010,0023,0004,0004,0018,0006,0002,0006,0005
0008,0023,0006,0003,0014,0007,0001,0006,0006
0006,0019,0006,0003,0010,0008,0002,0002,0003
0003,0015,0007,0003,0008,0008,0001,0002,0003
0003,0012,0007,0001,0005,0007,0001,0001,0001
0002,0010,0005,0001,0004,0007,0001,0003,0001
0002,0007,0005,0001,0002,0006,0001,0001,0001
0002,0004,0005,0002,0002,0005,0000,0000,0002
0002,0004,0004,0002,0002,0003,0000,0000,0000
0003,0004,0004,0002,0002,0003,0000,0000,0001
0002,0006,0004,0002,0000,0003,0001,0000,0001
0005,0006,-001,0001,0000,0002,0001,0000,0001
0002,0003,0002,0001,0001,0002,0000,0000,0000
0001,0003,0002,0001,0001,0002,0000,0000,0000
0000,0002,0003,0002,0001,0002,0001,0002,0001
0000,0002,0003,0002,0001,0003,0002,0002,0001
0001,0002,0002,0001,0001,0003,0001,0002,0000
0001,0002,0001,0001,0000,0003,0002,0002,0000
0001,0002,0000,0001,0000,0003,0002,0000,-002
0000,0002,0000,0001,0000,0003,0002,0000,0001
0000,0001,0001,0001,0000,0003,0002,0000,0001
0001,0001,0001,-001,0000,0003,0002,0000,0001
0001,0001,0000,0000,0001,0000,0002,0000,0000
0002,0001,0000,0000,0001,0000,0002,0000,0000
0002,0000,0001,0001,0001,0002,0002,0000,0000
0002,0000,0002,0001,0001,0002,0002,0000,0000
0001,0001,0002,0001,0000,0002,0001,0000,0000
0001,0001,0001,0001,0000,0001,0001,0002,0000
0001,0001,-001,0001,0000,0002,0002,0002,0000
0001,0001,-001,0001,0000,0001,0002,0002,0000
0001,0000,0000,0001,0000,0002,0001,0001,-001
0000,0000,0002,0001,0000,0001,0001,0001,-001
0000,0001,0002,0001,-001,0003,0001,0001,0001
0000,0001,0002,0000,-001,0001,0001,0001,0001
0001,0003,0002,0001,0000,0002,0001,0001,0001
0001,0001,0002,0001,0000,0002,0000,0001,0001
0001,0001,0002,0001,0000,0002,0001,0001,0000
0000,0001,0002,0000,0000,0001,0001,0001,0001
0000,0001,0002,0000,0000,0001,0001,0002,0000
