delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
-001,-001,-002,-003,-002,0001,-002,-001,-002
0000,-001,-002,-002,-001,0000,-002,-001,-001
-001,-001,-002,-003,-001,0000,-002,0000,-001
0000,0001,0000,-002,-001,0000,-001,-001,-001
-001,0001,0000,-003,-001,0000,-001,-001,-002
0000,0000,-001,-002,-001,0000,-001,-001,-002
0000,-001,-001,-001,-001,0000,0000,-001,-002
0000,0000,-001,-001,-001,0000,0000,0000,-002
0001,0000,-001,-002,0000,0001,0001,0001,-001
0003,0003,0000,-002,0001,0003,0001,0006,0001
0002,0003,-002,0000,0004,0003,0003,0008,0001
0003,0003,0000,0002,0007,0003,0007,0011,0003
0004,0005,0000,0006,0014,0003,0007,0014,0004
0004,0007,0002,0009,0017,0004,0007,0014,0004
0008,0013,0005,0011,0021,0004,0005,0010,0002
0014,0017,0005,0012,0021,0003,0003,0003,0000
0014,0019,0002,0012,0017,0003,0001,0003,0000
0014,0019,0002,0005,0008,0003,-001,0002,0000
0011,0013,0002,0003,0002,0001,-001,-001,0000
0008,0004,0004,0002,0002,-001,-001,-001,-001
0006,0002,0000,0002,-001,0001,-001,-001,-001
0003,0002,0000,0001,-001,-001,-001,-001,-001
0003,0001,0000,0000,-002,-001,-001,-001,-001
0003,0000,0000,-001,-002,-001,-001,-001,-001
0002,0000,-001,-001,-002,-001,-001,-001,-002
0002,0000,-001,-001,-002,-001,-001,-001,-002
0001,0000,-001,-003,-001,-001,-001,-002,-002
0001,0000,-001,-003,-001,0000,-001,-002,-002
0001,0000,-002,-003,-002,0000,-003,-002,-002
0001,0000,-002,-002,-002,-001,-003,-001,-002
0001,0000,0001,-001,-001,-001,-003,-001,-002
0001,0000,0001,-001,-001,-002,-002,0000,-002
0000,0000,0001,0000,-002,-003,-002,0000,0000
0000,0000,0001,-001,-002,-003,-001,0000,0000
-001,0000,0001,-001,-001,-002,-001,0000,0000
-001,-001,-002,-001,-001,-002,-001,0000,-002
-001,-001,-002,-002,-001,-002,-001,-001,-002
0000,-001,-003,-002,-001,-002,-002,-002,-002
0000,0000,-003,-003,-001,0000,-002,-002,-002
0001,0000,-003,-003,-001,0000,-002,-002,-002
0001,0000,-003,-003,-001,0000,-002,-001,-002
0001,0000,-002,-002,-001,-001,-002,-001,-001
0001,-002,-002,-003,-001,-001,-002,-001,-001
-001,-001,-002,-002,-001,-001,-002,-002,-001
-001,-001,0001,-002,-001,-001,-001,-002,0000
0001,-001,-001,-002,-001,0000,-001,-002,0001
0001,-001,-001,-002,-002,-002,-001,-001,0000
0001,-001,-001,-002,-003,0000,-002,0000,-001
0000,-001,-001,-002,-003,0002,-002,-001,-001
0000,-001,-002,-002,-002,0002,-003,-001,0001
0000,-001,-002,-002,-002,-001,-002,-002,0001
0000,-001,-002,-002,-002,-001,-002,-002,-001
0000,0000,-002,-002,-003,-001,-002,-002,-001
0000,0000,-003,-002,-002,-002,-002,-002,0000
0000,-001,-003,-002,-003,-002,-003,-002,0000
