delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0001,0001,-002,0000,0001,0000,0001,0001,0001
0000,0001,-001,0001,-001,0001,0001,0001,0001
0000,0001,-001,0001,-001,0001,0001,0002,0001
0000,0001,-001,0001,0000,-001,0001,0002,0002
0002,0001,0001,0001,0000,-001,0002,0003,0002
0002,0001,0001,0001,0001,0001,0002,0005,0002
0001,0001,0001,0001,0002,0002,0004,0005,0002
0001,0001,0001,0002,0002,0002,0004,0012,0005
0000,0003,0002,0004,0003,0003,0005,0012,0005
0001,0003,0002,0004,0007,0003,0007,0015,0005
0003,0004,0002,0006,0008,0004,0007,0015,0005
0004,0007,0002,0006,0013,0003,0007,0016,0005
0004,0008,0003,0006,0015,0005,0007,0019,0005
0004,0010,0003,0009,0019,0005,0007,0019,0005
0004,0012,0003,0012,0025,0005,0006,0017,0004
0005,0017,0003,0012,0031,0005,0005,0012,0000
0005,0017,0003,0012,0033,0005,0005,0012,0000
0005,0017,0003,0012,0034,0005,0005,0012,0000
0005,0017,0003,0012,0037,0005,0005,0012,0000
0005,0017,0003,0012,0037,0005,0005,0012,0000
0005,0017,0003,0012,0037,0005,0005,0012,0000
0010,0028,0002,0010,0028,0002,0003,0003,0000
0010,0031,0001,0010,0018,0002,0003,0003,0001
0010,0031,0001,0010,0018,0002,0003,0003,0001
0010,0029,0001,0010,0011,0002,0003,0003,0001
0010,0028,0001,0010,0009,0002,0003,0003,0001
0010,0026,0001,0010,0009,0002,0003,0003,0001
0010,0024,0001,0010,0007,0002,0003,0003,0001
0010,0024,0001,0010,0006,0002,0003,0003,0001
0010,0021,0000,0003,0006,0001,0002,0002,-001
0009,0012,0000,0003,0005,0001,0001,0002,-001
0006,0012,0001,0003,0003,0002,0001,0002,0001
0006,0008,0001,0003,0003,0002,0001,0002,0001
0006,0008,0001,0003,0003,0002,0001,0002,0001
0006,0007,0001,0003,0003,0002,0001,0002,0001
0006,0008,0001,0003,0003,0002,0001,0002,0001
0006,0006,0001,0003,0003,0002,0001,0002,0001
0005,0006,0001,0003,0001,0001,0001,0000,0001
0003,0006,0001,0003,0001,0000,0001,0000,-001
0001,0005,0000,0003,0001,0000,0000,0000,0001
0001,0005,0000,0001,0001,0000,0000,0000,-002
0002,0005,0000,0001,0001,0001,0000,0000,-001
0002,0004,-001,0001,0001,0001,0000,0000,-001
0002,0004,-001,0001,0001,0000,0000,0000,0000
0003,0004,-001,0001,0001,0000,0000,0000,0000
0003,0002,0000,0001,0001,0000,0000,0000,0000
0002,0002,0000,0002,0002,0001,0000,0000,-001
0001,0002,0000,0002,0002,0000,-001,0000,-001
0001,0001,0001,0002,0000,0000,-001,0000,-001
0001,0001,0000,0000,0000,0000,-001,0000,-001
0000,0001,0000,0000,0001,0000,-001,0000,0001
0000,0001,0000,0000,0002,0000,-001,0000,0001
0000,0000,-001,0001,0001,0000,-001,0001,0002
-001,0000,0000,0001,0000,0000,-002,0001,0000
0000,0000,0000,-001,0000,0000,-001,0000,0000
