delta1,delta2,delta3,delta4
00003,00002,00000,00000
00003,00001,00000,00001
00003,00002,00001,00002
00002,00000,00000,00001
00002,00001,00001,00001
00001,00002,00002,00001
00001,00000,00000,00001
00000,00002,00002,00002
00003,00002,00001,00001
00004,00001,00001,00003
00003,00004,00002,00005
00002,00004,00003,00003
00007,00007,00009,00008
00018,00020,00020,00017
00018,00026,00029,00017
00018,00036,00041,00017
00018,00042,00048,00017
00018,00050,00058,00017
00018,00054,00060,00017
00041,00053,00059,00040
00038,00053,00059,00036
00038,00053,00059,00035
00035,00053,00059,00031
00034,00053,00059,00031
00031,00053,00059,00028
00028,00031,00030,00023
00022,00020,00020,00019
00017,00014,00014,00011
00017,00014,00013,00013
00017,00014,00013,00013
00017,00012,00011,00012
00017,00009,00008,00013
00017,00009,00010,00010
00014,00010,00008,00009
00011,00010,00008,00009
00009,00010,00008,00009
00011,00010,00008,00009
00009,00010,00008,00009
00007,00010,00008,00009
00008,00004,00006,00006
00006,00003,00002,00004
00003,00002,00003,00002
00002,00003,00002,00003
00003,00002,00002,00004
00003,00001,00002,00001
-0001,00003,00004,00002
00003,-0001,00002,00002
00004,00001,00003,00002
00001,00001,00001,00001
00002,-0001,00000,00000
00000,00001,00001,00000
-0003,-0001,-0002,-0001
00000,00000,00002,-0001
00002,00002,00001,00001
00002,00000,00001,00000
