delta1,delta2,delta3,delta4
00002,00000,-0001,00002
00001,00003,-0004,00002
00003,00001,-0002,00002
00001,-0002,-0002,00003
00002,00002,-0002,00003
00001,00009,-0005,00002
00002,00000,-0002,00001
00004,00005,-0002,00001
00005,00004,-0001,00004
00007,00006,00003,00006
00008,00008,00002,00005
00013,00012,00005,00009
00016,00013,00008,00013
00018,00016,00011,00018
00018,00016,00013,00024
00018,00016,00013,00024
00018,00016,00013,00025
00018,00016,00013,00025
00018,00016,00013,00025
00018,00016,00013,00028
00019,00017,00015,00029
00022,00014,00012,00029
00021,00014,00012,00029
00019,00014,00012,00029
00020,00011,00009,00028
00017,00011,00009,00028
00012,00005,00006,00026
00010,00003,00001,00019
00007,00002,-0001,00014
00007,00002,-0001,00013
00007,00002,-0001,00011
00007,00002,-0001,00011
00007,00002,-0001,00009
00007,00002,-0001,00006
00006,00004,-0003,00006
00004,00001,-0002,00004
00003,00000,-0003,00004
00004,-0002,-0003,00002
00001,00001,-0002,00004
00004,-0001,-0003,00003
00000,00001,-0003,00003
00002,00000,-0001,00003
00003,00000,-0003,00003
00003,00001,-0002,-0001
00002,00000,-0004,00002
00002,00000,-0004,00002
00002,-0002,-0001,00002
00002,-0001,-0003,00002
00002,00000,-0005,00003
00002,-0001,-0003,00002
00002,00002,-0003,00001
00003,00000,-0003,00003
00001,-0002,-0005,00001
00003,00001,-0001,00000
00003,00002,-0004,00001
