delta1,delta2,delta3,delta4
00001,00001,00001,00002
00001,00000,00002,00000
00004,00002,00002,00000
00001,00001,00002,00001
00001,00002,00000,00000
00001,00002,00001,00000
00002,00000,00002,00002
00000,00002,00001,00003
00003,00001,00001,00002
00002,00001,00002,00002
00002,00001,00001,00002
00006,00003,00003,00004
00009,00006,00005,00008
00018,00018,00021,00019
00018,00018,00029,00019
00018,00018,00040,00019
00018,00018,00045,00019
00018,00018,00049,00019
00018,00018,00047,00019
00035,00036,00048,00037
00036,00035,00048,00036
00036,00032,00048,00030
00032,00033,00048,00030
00031,00029,00048,00027
00029,00029,00048,00026
00025,00024,00024,00022
00021,00018,00018,00019
00014,00014,00012,00016
00013,00011,00010,00016
00014,00013,00012,00016
00012,00010,00009,00016
00015,00009,00008,00016
00014,00010,00009,00016
00008,00007,00007,00008
00008,00007,00007,00009
00008,00007,00007,00009
00008,00007,00007,00010
00008,00007,00007,00004
00008,00007,00007,00007
00010,00007,00006,00006
00006,00005,00006,00004
00007,00006,00004,00003
00005,00002,00003,00004
00004,00003,00003,00005
00004,00001,00001,00001
00002,00001,00000,00003
00004,00001,00001,00003
00002,00000,00001,00001
00003,00003,00001,00000
00003,00001,00001,00001
-0004,00003,-0003,00001
00002,00001,00000,00002
00000,00001,00000,00000
00002,00001,00000,00000
00001,00000,00001,00004
