delta1,delta2,delta3,delta4
-0004,00008,00000,00001
-0001,00000,00000,00002
-0001,00000,00002,00003
-0003,-0001,-0001,00001
-0001,00001,00000,00001
00000,00000,00000,00002
00001,00001,00001,00003
-0003,00001,00000,00001
-0001,00000,00000,00002
00000,00001,00001,00002
00002,00000,00001,00002
00003,00003,00001,00005
00011,00004,00001,00006
00019,00008,00004,00011
00023,00013,00008,00020
00024,00013,00008,00023
00025,00013,00008,00023
00026,00013,00008,00029
00022,00013,00008,00028
00024,00013,00008,00029
00022,00019,00024,00030
00022,00019,00022,00030
00022,00019,00021,00030
00022,00019,00022,00030
00022,00019,00022,00030
00022,00019,00021,00030
00022,00016,00019,00028
00017,00014,00019,00021
00011,00010,00014,00020
00009,00010,00013,00020
00008,00010,00012,00020
00004,00010,00011,00020
00003,00010,00008,00020
00007,00010,00007,00020
00003,00005,00007,00012
00003,00005,00007,00012
00003,00005,00007,00011
00003,00005,00007,00010
00003,00005,00007,00009
00003,00005,00007,00010
00001,00001,00002,00007
00002,00005,-0002,00009
00007,00007,00003,00005
00007,00001,00003,00003
00000,00000,00001,00005
00002,00000,00001,00005
00003,00002,00001,00004
-0003,00002,00000,00002
00002,00002,00000,00004
00002,00000,00001,00003
-0002,00000,00000,00002
-0001,00000,00003,00001
00000,00002,00002,00002
-0001,-0001,00000,00002
00001,00000,00000,00002
