delta1,delta2,delta3,delta4
00000,00002,00000,00001
00001,00002,00000,00002
00001,00002,00001,00004
00004,-0001,00002,-0004
00002,00002,00000,00002
00002,00003,00000,00002
00001,00001,00001,00002
00003,00003,-0002,00004
00003,00004,-0001,00003
00003,00003,00000,00003
00004,00003,00000,00005
00005,00003,00001,00007
00007,00004,00004,00013
00011,00008,00005,00019
00015,00010,00011,00024
00015,00010,00011,00025
00015,00010,00011,00026
00015,00010,00011,00027
00015,00010,00011,00026
00015,00010,00011,00025
00016,00019,00018,00023
00017,00022,00019,00020
00017,00021,00019,00020
00017,00022,00019,00020
00017,00022,00019,00020
00017,00016,00019,00020
00015,00019,00009,00007
00015,00019,00009,00009
00015,00019,00009,00007
00015,00019,00009,00006
00015,00019,00009,00007
00015,00019,00009,00007
00005,00004,-0001,00003
00005,00007,00001,00003
00001,00004,00002,00003
00002,00004,00000,00003
00003,00003,00000,00002
00004,00004,-0002,00003
00002,00004,00000,00001
00000,00002,00001,00003
00007,00002,-0005,00002
00001,00003,-0001,00002
00002,00004,-0002,00001
00003,00002,-0001,00003
00001,00001,-0002,00002
00000,00002,00001,00002
00002,00002,-0001,00002
00001,00003,-0001,00001
00000,00003,-0001,00000
00002,00002,-0001,00002
00003,00004,00001,00003
00002,00003,-0002,00003
00001,00002,00001,00003
00002,00002,00000,00001
00002,00002,-0002,00002
