delta1,delta2,delta3,delta4
00000,00002,00001,00000
-0002,00001,00000,00001
-0001,00001,00000,00003
-0002,00000,00001,00002
-0002,00003,-0001,00001
00000,00000,00000,00001
00000,00000,00000,00001
00002,00001,00001,00002
00000,00001,00000,00002
00000,00002,00000,00002
00000,-0003,00002,00003
00001,00002,00001,00005
00005,00001,00001,00003
00013,00006,00004,00006
00023,00010,00006,00016
00026,00010,00006,00016
00032,00010,00006,00016
00035,00010,00006,00016
00033,00010,00006,00016
00036,00010,00006,00016
00035,00023,00023,00041
00035,00021,00026,00040
00035,00023,00028,00043
00035,00022,00027,00043
00035,00022,00029,00042
00035,00025,00024,00041
00031,00023,00027,00037
00037,00027,00024,00034
00042,00023,00026,00034
00030,00022,00025,00037
00019,00017,00023,00031
00012,00013,00018,00024
00009,00010,00018,00024
00008,00010,00018,00024
00007,00007,00018,00024
00009,00006,00018,00024
00008,00007,00018,00024
00007,00007,00009,00014
00007,00007,00006,00013
00007,00007,00006,00011
00007,00007,00007,00012
00007,00007,00005,00010
00007,00007,00004,00010
00003,00004,00005,00011
00003,00003,00002,00009
00002,00003,00002,00006
00004,00003,00003,00006
00001,00002,00004,00005
00003,00002,00002,00005
00003,00000,00002,00005
00000,00001,00001,00005
00002,00001,00001,00003
00001,00002,00000,00003
00000,-0001,00000,00002
-0002,00002,00002,00006
