delta1,delta2,delta3,delta4
00000,-0001,00001,00001
00000,-0002,00002,00000
00001,-0001,00002,00002
-0001,-0001,00001,00000
00001,-0001,00004,00001
00002,00002,00004,00002
00003,00003,00003,00001
00003,00001,00004,00004
00004,00006,00004,00004
00004,00007,00006,00005
00006,00010,00008,00007
00010,00013,00011,00010
00015,00017,00013,00013
00016,00016,00018,00017
00019,00023,00020,00020
00019,00022,00022,00025
00019,00020,00021,00025
00019,00020,00024,00025
00019,00025,00025,00029
00019,00024,00029,00030
00019,00029,00029,00030
00019,00031,00029,00030
00019,00027,00029,00030
00026,00025,00033,00037
00029,00025,00033,00037
00027,00025,00033,00037
00030,00025,00033,00037
00029,00025,00033,00037
00030,00025,00033,00037
00031,00012,00025,00045
00031,00012,00025,00045
00031,00007,00025,00045
00031,00007,00025,00045
00031,00006,00025,00045
00031,00005,00025,00045
00020,00004,00008,00030
00020,00004,00007,00030
00020,00004,00006,00030
00020,00004,00007,00030
00020,00004,00003,00030
00020,00004,00006,00030
00005,00000,00003,00010
00003,00000,00003,00007
00003,00000,00003,00005
00003,00000,00003,00006
00001,00000,00003,00004
00001,00000,00003,00006
-0007,-0010,-0002,-0003
-0001,-0003,00002,00004
00000,-0003,00002,00001
00001,-0002,00002,00002
-0001,-0001,00001,00002
-0001,-0003,00002,00001
00001,-0001,00001,00001
00000,-0003,00002,00002
