delta1,delta2,delta3,delta4
00001,-0001,00001,00001
00001,00001,-0001,00001
00001,00001,00001,00002
00001,00001,-0001,00000
00001,00001,00001,00000
00001,00000,00000,00000
00003,00001,00000,00002
00002,00001,00000,00000
00003,00002,00003,00004
00007,00005,00005,00010
00010,00007,00009,00018
00017,00016,00015,00020
00017,00016,00015,00020
00019,00022,00018,00011
00019,00025,00018,00011
00019,00022,00018,00011
00019,00024,00018,00011
00019,00023,00018,00011
00019,00023,00018,00011
00023,00023,00016,00019
00022,00023,00016,00019
00020,00023,00016,00019
00020,00024,00014,00011
00017,00024,00014,00011
00013,00022,00013,00008
00010,00019,00008,00006
00004,00014,00003,00003
00004,00010,00003,00003
00004,00009,00003,00003
00004,00008,00003,00003
00004,00007,00003,00003
00004,00007,00003,00003
00000,00006,00001,00001
00002,00004,00000,00002
-0001,00004,00004,00001
00001,00002,00001,00001
00003,00001,00000,00001
00002,00004,00001,00002
00002,00002,00001,00002
00001,00004,00000,00003
00002,00003,00001,00001
00001,00001,00002,00000
-0001,00001,00001,00001
00001,00001,00001,00002
00001,00002,00001,00001
00002,00001,00001,00001
-0001,00002,00003,00001
00001,00002,00002,00001
00000,00000,00001,00002
00000,00001,00001,00002
00001,00001,00001,00001
-0001,00001,00001,00002
00002,00000,-0003,-0005
-0001,00000,00002,00001
-0001,00000,00001,00000
