delta1,delta2,delta3,delta4
00001,-0001,00001,00002
00001,00000,00002,00002
00002,00001,00004,00002
00002,00002,00004,00004
00003,00002,00003,00003
00005,00006,00005,00005
00006,00005,00006,00007
00007,00010,00008,00009
00010,00012,00010,00008
00017,00017,00015,00012
00017,00020,00016,00014
00017,00020,00016,00014
00022,00019,00020,00019
00019,00019,00020,00019
00023,00015,00019,00024
00022,00015,00019,00027
00021,00015,00019,00026
00021,00015,00019,00026
00016,00015,00019,00024
00016,00015,00019,00025
00017,00005,00008,00021
00007,-0002,00004,00013
00007,-0002,00004,00014
00007,-0002,00004,00010
00007,-0002,00004,00011
00007,-0002,00004,00005
00007,-0002,00004,00006
00003,-0002,00004,00005
00001,-0001,00001,00004
00000,-0001,00002,00001
00000,-0002,00002,00003
-0001,00000,-0002,00006
00000,-0003,00003,00003
00002,-0001,00002,00002
00000,-0002,00001,00001
-0002,-0001,00002,00000
-0002,00006,00000,00002
00000,-0001,00001,00002
00000,-0002,00002,00003
-0002,-0003,00002,00001
-0001,-0002,00000,00001
-0002,-0001,00002,00001
00000,-0001,00002,00002
00000,-0002,00001,00001
00000,-0002,00003,00001
-0001,-0002,00002,00002
-0001,-0003,00000,00000
-0001,-0003,00002,00004
00000,-0001,00000,00001
-0001,00000,00002,00002
00001,-0003,00002,00001
-0001,-0003,00000,00000
-0003,-0004,00004,00002
00000,-0002,00001,00002
-0001,-0004,00002,00002
