delta1,delta2,delta3,delta4
00002,00002,-0002,00001
00005,00001,00000,00003
-0001,00001,-0001,00001
00000,00000,-0002,00002
00001,00001,00000,00001
00002,00001,00000,00001
00002,00000,00001,00002
00000,00000,00000,00002
00003,00001,-0002,00002
00000,00001,00000,00002
00000,00001,-0001,00003
00002,00000,00000,00008
00005,00004,00001,00008
00007,00003,00005,00015
00013,00009,00010,00023
00013,00009,00010,00025
00013,00009,00010,00026
00013,00009,00010,00027
00013,00009,00010,00030
00013,00009,00010,00030
00018,00021,00023,00030
00018,00021,00024,00030
00018,00023,00024,00030
00018,00020,00025,00030
00018,00020,00020,00030
00018,00023,00020,00030
00018,00020,00009,00030
00014,00017,00007,00009
00014,00017,00007,00005
00014,00017,00007,00005
00014,00017,00007,00004
00014,00017,00007,00003
00014,00017,00007,00003
00003,00003,-0002,00002
00002,00001,00000,00002
00001,00002,00000,00002
00001,00000,-0001,00003
00001,00002,-0001,00004
00000,00001,-0002,00000
00001,00000,-0001,00003
00000,00000,-0002,00002
00002,00001,-0001,00001
00003,00002,-0001,00003
00001,00001,-0004,00003
00000,-0001,-0003,00002
00002,00000,-0003,00000
00003,00000,-0002,00002
00003,00001,-0003,00002
00000,00002,-0003,00001
00001,00001,-0002,00001
-0001,-0001,-0003,00002
00001,00002,-0003,00002
00003,-0001,-0002,00002
00003,00001,-0001,00001
00000,00000,-0002,00001
