delta1,delta2,delta3,delta4
-0001,00003,-0001,00000
00000,00000,00000,00001
-0001,00000,00000,00002
00000,00001,-0004,00003
00000,00001,00001,00001
00000,-0001,-0001,00000
00001,-0001,00000,00001
00001,00001,00000,00003
00001,-0001,00000,00001
00002,00002,00001,00002
00005,00004,00001,00003
00007,00004,00004,00009
00011,00007,00010,00016
00018,00012,00014,00018
00022,00020,00023,00026
00022,00019,00026,00030
00025,00019,00029,00032
00025,00019,00028,00034
00023,00019,00029,00037
00025,00019,00029,00036
00026,00023,00030,00035
00026,00022,00030,00035
00026,00022,00030,00035
00026,00023,00030,00035
00026,00021,00030,00035
00026,00020,00030,00035
00022,00019,00026,00031
00019,00019,00021,00028
00018,00016,00018,00023
00016,00013,00015,00019
00016,00013,00017,00019
00013,00014,00015,00023
00013,00014,00014,00023
00014,00014,00013,00023
00023,00014,00017,00023
00016,00011,00012,00017
00016,00011,00011,00017
00016,00011,00012,00017
00016,00011,00013,00017
00016,00011,00011,00017
00016,00011,00010,00017
00013,00011,00007,00015
00013,00011,00007,00016
00012,00011,00007,00016
00014,00011,00007,00016
00012,00011,00007,00016
00012,00011,00007,00016
00011,00009,00009,00013
00011,00009,00009,00013
00011,00009,00009,00014
00011,00009,00009,00014
00011,00009,00009,00011
00011,00009,00009,00012
00006,00012,00005,00015
00010,00008,00006,00010
