delta1,delta2,delta3,delta4
00001,00001,00000,00003
00000,00001,-0002,00001
00002,00001,00000,00001
00001,00002,00000,00002
00000,00002,-0001,00002
00003,00001,-0001,00001
00001,00004,00000,00002
00004,00001,-0001,00002
00002,00003,-0001,00005
00002,00003,-0001,00002
00002,00001,00000,00003
00003,00004,00001,00003
00004,00002,00003,00008
00009,00005,00003,00017
00017,00008,00011,00042
00017,00008,00011,00044
00017,00008,00011,00050
00017,00008,00011,00047
00017,00008,00011,00047
00017,00008,00011,00044
00030,00029,00036,00045
00027,00029,00039,00045
00027,00031,00038,00045
00027,00032,00040,00045
00024,00033,00036,00045
00025,00034,00032,00045
00029,00030,00026,00023
00021,00028,00013,00011
00021,00028,00010,00009
00021,00028,00004,00005
00021,00028,00004,00006
00021,00028,00002,00004
00021,00028,00001,00004
00005,00006,00000,00002
00003,00004,00000,00002
00003,00004,00000,00002
00002,00003,00000,00002
00002,00003,00000,00002
00001,00003,00000,00002
00002,00002,00001,00001
00003,00003,00001,00000
00000,00001,-0001,00001
00001,00001,00000,00004
00001,00003,-0002,00001
00001,00002,-0001,00001
00002,00003,-0002,00000
00002,00005,-0001,00000
00002,00002,-0001,00002
00001,00001,-0001,00002
00004,00004,-0002,00001
00001,00002,-0001,00001
00001,00000,-0001,00001
00000,00001,-0001,00003
00001,00003,-0002,00001
00001,00001,00000,00002
