delta1,delta2,delta3,delta4
00003,00002,00000,00003
00001,00006,-0002,00004
00003,00002,-0001,00002
00003,00001,-0001,00002
00003,00000,00001,00001
00002,00003,00000,00001
00002,00001,00000,00002
00001,00001,-0001,00009
00002,00003,-0001,00001
00001,00003,00001,00002
00003,00003,00001,00003
00003,00002,00001,00006
00005,00004,00000,00007
00003,00001,00004,00017
00011,00006,00007,00023
00011,00006,00007,00027
00011,00006,00007,00027
00011,00006,00007,00031
00011,00006,00007,00034
00011,00006,00007,00035
00025,00017,00022,00037
00023,00017,00023,00037
00018,00017,00022,00037
00018,00017,00036,00037
00018,00017,00029,00037
00018,00017,00032,00037
00025,00027,00033,00039
00027,00028,00033,00039
00030,00031,00033,00039
00032,00032,00033,00039
00035,00034,00033,00039
00033,00036,00033,00039
00032,00037,00020,00015
00032,00037,00020,00012
00032,00037,00020,00008
00032,00037,00020,00008
00032,00037,00020,00005
00032,00037,00020,00003
00007,00013,00003,00005
00005,00009,00002,00005
00003,00004,00002,00005
00002,00004,00001,00005
00003,00004,00003,00005
00003,00003,00000,00005
00001,00003,00001,00003
00000,00003,00000,00002
00002,00001,-0001,00001
00001,00001,00001,00002
00001,00003,-0001,00001
00000,00002,00000,00001
00001,00002,-0001,00002
00000,00002,-0001,00002
00002,00002,-0002,00001
00001,00001,-0002,00002
00001,00001,-0001,00002
