delta1,delta2,delta3,delta4
00001,00002,00000,00002
00001,00003,00000,00001
00000,00004,00000,00000
00000,00003,00000,00002
00001,00002,00002,00001
-0002,00006,00000,00002
00001,00003,00000,00001
00001,00002,00002,00005
00002,00003,00002,00006
00010,00008,-0001,00010
00007,00009,00008,00015
00010,00012,00011,00019
00016,00015,00015,00022
00016,00015,00015,00022
00016,00015,00015,00024
00016,00015,00015,00026
00016,00015,00015,00023
00016,00015,00015,00024
00016,00020,00023,00024
00016,00020,00023,00024
00016,00020,00021,00024
00016,00020,00022,00024
00016,00020,00019,00024
00016,00021,00019,00024
00016,00023,00019,00024
00016,00023,00019,00024
00016,00026,00019,00024
00016,00024,00019,00024
00020,00024,00013,00011
00020,00024,00013,00012
00020,00024,00013,00007
00018,00024,00013,00009
00018,00024,00013,00007
00018,00024,00013,00005
00013,00021,00007,00005
00011,00017,00004,00006
00008,00015,00004,00004
00008,00013,00004,00004
00008,00012,00004,00004
00008,00013,00004,00004
00008,00010,00004,00004
00008,00006,00004,00004
00008,00011,00000,00004
00006,00009,00000,00002
00004,00008,00001,00002
00003,00004,00002,00001
00002,00005,00000,00001
00002,00005,00001,00001
00002,00006,00002,00002
00003,00008,00002,00006
00003,00006,00001,00001
00003,00006,00001,00000
00004,00005,00001,00001
00001,00006,00000,00000
00002,00005,00001,00003
