delta1,delta2,delta3,delta4
00001,00002,-0001,00000
00001,00002,-0001,00001
00001,00000,-0002,00003
00002,-0002,00000,00000
00001,00003,-0001,00001
00006,00010,-0004,00004
00001,00002,-0001,00001
00002,00002,-0003,00001
00004,00001,00000,00001
00002,00001,-0001,00002
00004,00001,00001,00004
00003,00003,00000,00004
00007,00004,00003,00007
00008,00005,00006,00016
00015,00009,00012,00023
00015,00009,00012,00025
00015,00009,00012,00029
00015,00009,00012,00031
00015,00009,00012,00038
00015,00009,00012,00033
00022,00025,00029,00033
00022,00026,00031,00033
00024,00028,00032,00033
00028,00027,00030,00033
00027,00027,00030,00033
00027,00030,00028,00033
00030,00029,00023,00013
00030,00029,00023,00017
00023,00031,00014,00013
00023,00031,00009,00009
00023,00031,00007,00005
00023,00031,00005,00007
00023,00031,00003,00004
00023,00031,00002,00004
00005,00008,00004,00003
00004,00007,00004,00003
00002,00005,00004,00003
00003,00005,00004,00003
00004,00002,00004,00003
00004,00003,00004,00003
00002,00002,00000,00002
00001,00003,00000,00003
00003,00002,-0001,00000
00001,00002,00000,00002
00001,00003,00000,00002
00002,00002,-0004,00002
00002,00002,-0002,00000
00000,00003,-0001,00002
00004,00001,-0003,00001
00003,00002,-0003,00001
00003,00002,-0002,00001
00003,00002,-0003,00001
00000,00001,-0002,00002
00003,-0001,00000,00002
00001,00001,-0002,00000
