delta1,delta2,delta3,delta4
00001,00001,00001,00002
00000,00001,00000,00000
00001,00001,00001,00000
-0001,00001,00000,00001
00001,00001,00001,00000
00003,00002,00001,00001
-0001,00000,00000,00002
00002,00003,-0001,00002
00001,00000,-0001,00002
00002,00002,-0002,00002
-0003,00003,00002,00005
00002,00002,00000,00006
00005,00005,00003,00011
00009,00005,00006,00014
00014,00013,00011,00023
00014,00013,00011,00018
00018,00019,00015,00022
00018,00019,00015,00022
00018,00019,00015,00020
00017,00021,00018,00019
00017,00021,00018,00019
00017,00020,00018,00019
00017,00022,00015,00015
00017,00023,00015,00015
00017,00021,00015,00015
00017,00019,00015,00015
00008,00013,00002,00004
00007,00006,-0001,00003
00003,00005,-0001,00002
00001,00005,-0003,00002
00002,00003,-0002,00002
00002,00002,00000,00002
00000,00002,-0001,00001
00001,00002,-0001,00003
00002,00005,-0003,00000
00001,00000,-0005,00000
00001,00001,-0001,00000
-0001,00002,00000,00003
00001,00000,-0002,-0002
00001,00002,-0001,00003
00002,00001,00000,00002
00002,00001,-0002,00000
-0001,00001,00000,00000
00000,00002,-0002,00001
00001,00001,-0002,00000
00002,00002,00000,00002
00002,00003,-0002,00000
00002,00001,-0002,00001
00002,00003,-0002,00001
00000,00002,00000,00002
00002,00002,-0002,00000
00002,00000,-0001,00002
-0002,00003,-0002,00002
00000,00003,-0001,00001
00000,00001,-0003,00001
