delta1,delta2,delta3,delta4
00001,00001,00003,00002
00003,00001,00002,00001
00001,00000,00002,00002
00002,00003,00001,00003
00003,00003,00002,00001
00000,00002,00002,00003
00002,00002,00004,00005
00003,00002,00003,00002
00002,00002,00003,00002
00004,00002,00003,00003
00005,00003,00003,00006
00009,00005,00005,00007
00011,00008,00005,00012
00019,00011,00009,00016
00021,00014,00014,00023
00025,00014,00014,00026
00025,00014,00014,00024
00023,00014,00014,00027
00025,00014,00014,00026
00024,00014,00014,00027
00026,00032,00028,00027
00026,00031,00029,00027
00026,00032,00029,00027
00026,00035,00030,00027
00026,00032,00026,00027
00026,00034,00025,00027
00022,00034,00018,00012
00022,00034,00018,00011
00022,00034,00018,00013
00022,00034,00018,00009
00022,00034,00018,00010
00022,00034,00018,00006
00013,00024,00009,00006
00014,00024,00007,00006
00011,00024,00007,00006
00010,00024,00005,00006
00012,00024,00006,00006
00011,00024,00008,00006
00008,00015,00004,00005
00008,00013,00004,00005
00008,00012,00004,00005
00008,00011,00004,00005
00008,00009,00004,00005
00008,00009,00004,00005
00005,00009,00005,00006
00001,00005,00003,00001
00004,00005,00003,00003
00005,00006,00005,00004
00007,00008,00003,00002
00007,00005,00004,00003
00004,00005,00003,00002
00002,00004,00004,00002
00002,00004,00003,00003
00004,00004,00004,00003
00001,00011,00003,00003
