delta1,delta2,delta3,delta4
-0001,00000,00001,00003
00001,00001,00000,00000
00002,00002,00002,00002
00001,00001,00003,00006
00004,00004,00002,00006
00004,00004,00002,00009
00004,00000,00006,00012
00013,00013,00004,00015
00012,00008,00012,00016
00016,00013,00013,00018
00017,00019,00018,00021
00017,00019,00018,00014
00017,00022,00022,00012
00017,00022,00020,00012
00017,00023,00020,00012
00017,00022,00021,00012
00017,00025,00020,00012
00017,00025,00020,00012
00017,00025,00022,00012
00017,00025,00020,00012
00020,00018,00022,00015
00020,00018,00020,00015
00020,00031,00020,00019
00023,00031,00021,00019
00023,00031,00021,00019
00020,00031,00021,00019
00020,00031,00019,00019
00020,00031,00019,00019
00018,00026,00019,00007
00012,00027,00010,00005
00008,00025,00007,00005
00004,00012,00005,00003
00004,00010,00005,00003
00004,00006,00005,00003
00004,00005,00005,00003
00004,00002,00005,00003
00004,00006,00005,00003
00000,00007,00003,00001
00001,00002,00000,00001
00000,00003,00001,00000
-0002,00002,00000,-0001
00000,00003,00000,00001
00000,00002,00000,-0005
00001,00001,00000,00000
00001,00003,00001,00000
-0001,00001,00001,00001
00001,00001,00000,00000
-0001,00001,00001,00002
-0001,00002,00002,00002
00001,00003,00000,00001
-0003,00001,00002,00001
00000,00000,00003,00001
00000,00002,00001,00001
00001,00001,00000,00000
00001,-0005,00000,00001
