delta1,delta2,delta3,delta4
-0001,00001,00000,00000
00000,00002,00000,00002
00002,00001,00000,00000
00001,00000,00000,00001
00000,00002,-0001,00001
00000,00001,00002,00001
00001,00000,00002,00003
00003,00003,00000,00002
00002,00001,00001,00004
00000,00001,00001,00003
00004,00001,00002,00006
00007,00002,00005,00011
00010,00008,00011,00017
00016,00017,00017,00022
00016,00017,00017,00023
00016,00017,00017,00023
00016,00017,00017,00023
00016,00017,00017,00021
00016,00017,00017,00023
00024,00025,00019,00019
00028,00026,00019,00019
00027,00027,00019,00019
00025,00027,00019,00019
00025,00026,00019,00019
00024,00025,00019,00019
00019,00030,00014,00009
00019,00030,00014,00006
00019,00030,00014,00007
00019,00030,00014,00004
00019,00030,00014,00004
00019,00030,00014,00003
00005,00018,00005,00001
00005,00018,00005,00001
00003,00018,00005,00001
00002,00018,00005,00001
00003,00018,00005,00001
00003,00018,00005,00001
00003,00008,00002,00002
00003,00008,00002,00002
00003,00005,00002,00002
00003,00006,00002,00002
00003,00006,00002,00002
00003,00006,00002,00002
00003,00008,00001,00001
00003,00008,00002,00002
00005,00006,00001,00004
00001,00003,00003,00002
00003,00005,00003,00002
00003,00003,00001,00001
00003,00003,00002,00002
00003,00002,00000,00001
00001,00002,00001,00001
00000,00001,00001,00002
00001,00000,00000,00001
00000,00001,00000,00001
