delta1,delta2,delta3,delta4
00000,00004,-0001,-0001
00002,00003,-0001,00001
00001,00003,00001,00001
00003,00003,00000,00001
00003,00003,00000,00004
00003,00004,00000,00003
00005,00004,00002,00007
00004,00005,00004,00009
00005,00007,00004,00011
00007,00006,00008,00012
00010,00007,00007,00014
00008,00009,00011,00021
00008,00009,00011,00020
00012,00011,00013,00021
00012,00011,00013,00025
00012,00011,00013,00025
00012,00011,00013,00026
00012,00011,00013,00026
00012,00011,00013,00025
00020,00017,00019,00026
00023,00017,00019,00026
00023,00017,00019,00026
00029,00017,00019,00026
00025,00017,00019,00026
00025,00017,00019,00026
00026,00025,00019,00012
00026,00026,00019,00013
00026,00025,00019,00013
00026,00027,00019,00009
00026,00028,00019,00007
00026,00026,00019,00006
00017,00028,00007,00004
00011,00024,00005,00004
00006,00024,00005,00004
00009,00024,00005,00004
00009,00024,00005,00004
00006,00024,00005,00004
00004,00024,00005,00004
00004,00011,00002,00002
00004,00011,00002,00002
00004,00011,00002,00002
00004,00007,00002,00002
00004,00006,00002,00002
00004,00009,00002,00002
00003,00007,00003,00002
00003,00006,00000,00001
00000,00005,00003,00001
00002,00004,00001,00001
-0001,00004,00002,00001
00001,00003,-0001,00000
00001,00002,00000,00001
-0001,00002,00002,00001
-0001,00002,-0002,00002
-0001,00003,00001,00001
00003,00006,00000,00000
