delta1,delta2,delta3,delta4
00001,00002,-0002,00001
00003,00002,-0002,00001
00000,00001,-0002,00003
00002,00002,-0001,00001
00000,00002,-0001,00001
00001,00001,-0003,00001
00000,00001,00001,00000
00000,00000,00000,00000
00002,00000,00000,00003
00003,00002,00000,00002
00004,00001,00001,00003
00006,00005,-0001,00003
00006,00003,00002,00009
00011,00007,00004,00015
00016,00010,00010,00023
00016,00010,00010,00026
00016,00010,00010,00028
00016,00010,00010,00027
00016,00010,00010,00029
00016,00010,00010,00028
00020,00021,00023,00028
00020,00022,00022,00028
00020,00021,00018,00028
00021,00020,00018,00028
00021,00020,00018,00028
00019,00022,00018,00028
00019,00023,00018,00028
00019,00023,00018,00028
00019,00022,00018,00028
00019,00025,00018,00028
00020,00023,00012,00011
00017,00023,00012,00010
00017,00023,00012,00007
00017,00023,00012,00005
00017,00023,00012,00006
00017,00023,00012,00004
00007,00013,00004,00003
00007,00010,00004,00003
00007,00009,00004,00003
00007,00005,00004,00003
00007,00006,00004,00003
00007,00003,00004,00003
00005,00005,00000,00002
00003,00003,00001,00002
00002,00002,00000,00000
00002,00003,-0002,00003
00002,00003,00000,00002
00002,00001,-0001,00002
00003,00003,-0002,00000
00002,00002,-0003,00000
00003,00003,-0002,00002
00001,00003,-0002,00001
00003,00001,-0004,00003
00004,00002,-0002,-0001
00003,00002,-0002,00002
