delta1,delta2,delta3,delta4
00007,00004,00004,00016
00013,00008,00011,00034
00001,00001,-0001,00001
00003,00001,-0001,-0001
00003,00000,-0001,00003
-0002,00002,-0001,00001
00001,00002,-0001,00001
00002,00002,-0003,00001
00003,00004,00000,00002
00000,00001,00000,00002
00002,00002,00000,00003
00006,00002,00000,00006
00005,00006,-0001,00015
00009,00006,00005,00018
00011,00007,00012,00026
00011,00007,00012,00028
00011,00007,00012,00028
00011,00007,00012,00029
00011,00007,00012,00028
00011,00007,00012,00025
00022,00022,00020,00026
00026,00019,00022,00026
00020,00019,00016,00026
00019,00019,00021,00023
00019,00019,00019,00023
00020,00019,00016,00016
00016,00019,00016,00016
00013,00016,00007,00009
00013,00016,00007,00003
00013,00016,00007,00005
00013,00016,00007,00004
00013,00016,00007,00003
00013,00016,00007,00003
00005,00004,00002,00002
00004,00003,00000,00002
00002,00003,-0001,00001
00002,00002,00000,00002
00002,00001,00000,00001
00002,00002,-0001,00001
00002,00001,00001,00001
00000,00001,00000,00001
00002,00002,-0001,00000
00002,00002,00001,00002
00000,00001,00000,00001
00000,00002,00000,00002
00002,00001,-0002,00001
00003,00005,00001,00000
00002,00003,00000,-0002
00000,00001,-0001,00001
00003,00002,-0001,00001
00000,00003,-0002,00001
00002,00002,-0001,00002
00001,00003,00000,00002
00000,00001,00000,-0003
00001,00002,-0002,-0003
