delta1,delta2,delta3,delta4
-0001,00000,00000,00001
-0001,00001,-0001,00002
00002,00003,-0003,00002
00000,00000,-0002,00002
00000,00000,-0003,00001
00002,00002,-0002,00002
00000,00000,-0002,00002
00002,00003,-0001,00003
00001,00001,00000,00004
00003,00001,-0001,00003
00005,00003,00000,00009
00008,00005,00004,00014
00010,00005,00008,00021
00010,00005,00008,00016
00013,00012,00013,00023
00013,00012,00013,00023
00013,00012,00013,00020
00015,00015,00014,00026
00015,00015,00014,00023
00015,00015,00014,00016
00012,00013,00012,00017
00012,00018,00009,00010
00009,00013,00005,00005
00003,00006,00001,00003
00003,00000,-0001,00005
00003,00003,-0001,00000
00002,00003,-0002,00002
00000,00002,-0002,00001
00003,00002,-0002,00001
00000,00002,-0002,00001
00001,00001,-0004,00005
00001,00002,-0002,00003
00000,00002,-0002,00001
00001,00003,-0003,00003
00001,00001,-0001,00002
00001,00001,-0003,00000
00001,00003,-0001,00000
00003,00001,-0003,00001
00002,00000,00000,00003
00001,00001,-0003,00003
00002,00001,-0001,-0001
00001,00001,00000,00002
00001,00000,-0001,00001
00001,00000,-0002,00003
00002,00000,-0002,00002
00001,00000,-0002,00006
00000,00003,-0001,00001
00003,00001,-0001,00002
00003,00003,-0001,00002
00003,00003,-0002,00002
00002,00001,-0002,00002
00002,00002,-0002,00003
00001,00001,00000,00002
00002,00001,-0003,00001
00003,00001,-0002,00002
