delta1,delta2,delta3,delta4
-0001,00002,-0001,00001
00001,00001,00000,00000
00002,00001,-0001,00001
00001,00000,-0001,00000
00001,00001,00001,00002
00002,00005,-0001,00000
00001,00001,-0001,00003
00002,00001,00000,00003
00001,00002,00002,00002
00002,00001,00000,00003
00002,00003,00003,00003
00003,00002,00003,00006
00006,00003,00004,00012
00011,00007,00008,00022
00011,00007,00008,00025
00011,00007,00008,00028
00011,00007,00008,00032
00011,00007,00008,00033
00011,00007,00008,00036
00020,00026,00026,00034
00024,00025,00031,00034
00026,00026,00033,00034
00022,00028,00032,00034
00027,00029,00032,00034
00025,00031,00028,00034
00026,00029,00027,00021
00021,00030,00014,00010
00021,00030,00009,00008
00021,00030,00007,00005
00021,00030,00005,00006
00021,00030,00004,00003
00021,00030,00002,00003
00004,00010,00002,00003
00001,00005,00002,00003
00004,00004,00002,00003
00002,00004,00002,00003
00003,00003,00002,00003
00002,00003,00002,00003
00003,00004,00000,00002
00003,00003,00000,00003
00003,00002,-0001,00003
00001,00001,-0002,00002
-0001,00002,-0001,00002
00001,00003,-0002,00001
00001,00002,00000,00002
00002,00001,00000,00001
00002,00002,-0001,00000
00003,00001,-0002,00002
00001,00000,-0001,00001
00002,00001,-0001,00000
00003,00003,-0002,00000
00001,00001,-0002,00003
00000,00001,-0002,00000
00002,00002,-0002,00001
00002,00003,00000,00001
