delta1,delta2,delta3,delta4
00004,00002,00000,-0002
-0001,00004,00001,00002
00001,00003,00001,00001
00001,00002,00000,00000
00002,00003,-0001,-0001
-0002,00002,-0001,00000
00001,00003,00002,00003
00000,00002,00001,00002
00001,00003,00000,00003
00002,00004,00002,00004
00000,00003,00001,00003
00003,00004,00002,00007
00006,00006,00004,00011
00006,00006,00003,00014
00011,00009,00010,00025
00011,00009,00010,00027
00011,00009,00010,00028
00011,00009,00010,00030
00011,00009,00010,00033
00011,00009,00010,00032
00020,00015,00020,00034
00023,00015,00021,00034
00022,00015,00022,00034
00027,00015,00023,00034
00025,00015,00024,00034
00026,00015,00025,00034
00029,00024,00025,00030
00029,00026,00025,00030
00029,00027,00025,00030
00029,00027,00025,00030
00029,00028,00025,00030
00029,00028,00025,00030
00024,00028,00026,00032
00023,00030,00029,00032
00030,00027,00027,00034
00025,00033,00029,00030
00031,00030,00030,00026
00032,00032,00027,00020
00031,00034,00021,00014
00031,00034,00021,00014
00031,00034,00021,00011
00031,00034,00021,00008
00031,00034,00021,00007
00031,00034,00021,00008
00021,00034,00012,00006
00021,00034,00009,00006
00021,00034,00008,00006
00021,00034,00007,00006
00021,00034,00007,00006
00021,00034,00006,00006
00007,00021,00003,00001
00004,00021,00003,00001
00006,00021,00003,00001
00006,00021,00003,00001
00005,00021,00003,00001
