delta1,delta2,delta3,delta4
00003,00003,-0001,00001
00003,00002,00000,00001
00002,00002,00000,00000
00001,00002,00001,00001
00001,00003,00003,00001
00000,-0003,00004,00001
00001,00002,00000,00001
00000,00002,00000,00001
00002,00002,-0002,00002
00003,00002,00001,00004
00005,00002,00002,00005
00006,00003,00001,00006
00010,00003,00003,00009
00011,00007,00006,00018
00018,00010,00012,00034
00018,00010,00012,00038
00018,00010,00012,00039
00018,00010,00012,00040
00018,00010,00012,00040
00018,00010,00012,00042
00026,00023,00034,00038
00028,00029,00033,00038
00027,00029,00037,00038
00027,00030,00033,00038
00025,00031,00032,00038
00024,00033,00029,00038
00022,00035,00023,00017
00020,00028,00015,00011
00020,00028,00014,00014
00020,00028,00011,00008
00020,00028,00008,00008
00020,00028,00007,00006
00020,00028,00007,00006
00010,00014,00005,00003
00006,00013,00005,00003
00007,00009,00005,00003
00006,00009,00005,00003
00005,00007,00005,00003
00004,00007,00005,00003
00003,00003,00002,00004
00004,00004,00000,00001
00002,00002,-0001,-0001
00001,00002,-0001,00002
00002,00003,00000,00002
00000,00003,00001,-0001
00003,00002,-0001,00002
00003,00002,00000,00002
00002,00001,00000,00002
00001,00003,-0002,00002
00002,00002,-0001,00001
00002,00003,00000,-0002
00001,00004,00000,00002
00002,00001,-0001,00002
00001,00001,-0001,00002
00001,00002,00000,00002
