delta1,delta2,delta3,delta4
00002,00000,00002,00000
00002,00001,00001,00002
00003,00000,00002,00001
00003,00000,00001,00000
00002,00005,-0003,-0001
-0001,-0001,00001,00000
00001,00000,00001,00002
00002,00003,00001,00003
00004,00001,00001,00003
00005,00013,00001,00002
00004,00004,00006,00008
00010,00008,00010,00011
00015,00013,00015,00017
00018,00015,00021,00022
00018,00015,00021,00023
00018,00015,00025,00025
00018,00015,00021,00024
00018,00015,00022,00022
00018,00015,00023,00025
00017,00016,00021,00023
00016,00014,00019,00021
00015,00013,00016,00018
00012,00010,00010,00014
00012,00010,00013,00014
00012,00010,00012,00015
00012,00010,00011,00014
00012,00010,00010,00011
00012,00010,00010,00012
00012,00008,00007,00010
00005,00007,00006,00008
00006,00004,00005,00006
00004,00013,00001,00008
00004,00004,00002,00003
00003,00002,00002,00004
00000,-0001,00004,00003
00004,00002,00001,00000
-0001,00002,00002,00001
00001,00001,00001,00001
00002,00001,00001,00001
00000,00000,00003,00001
00001,00003,00001,00000
00000,00001,00001,00001
-0001,00000,00001,00000
00000,-0001,00002,00000
00001,00001,00001,00001
00003,00003,00000,00000
00000,00001,00002,00001
00002,00001,00001,-0001
00000,00000,00000,00000
00001,00001,00002,00002
00001,00001,00002,00000
00002,00001,00001,00000
-0003,-0003,00001,00001
00001,00000,00002,00000
00000,00001,00001,00001
