time,delta0,delta1,delta2,delta3,delta4
0,0028,0020,0047,0064,0048,
1,0033,0032,0047,0067,0057,
2,0049,0037,0059,0090,0089,
3,0049,0037,0059,0090,0089,
4,0020,0017,0033,0047,0045,
5,0018,0017,0028,0044,0041,
6,0018,0017,0028,0039,0041,
7,0008,0002,0010,0013,0016,
8,0008,0002,0010,0013,0012,
9,0008,0002,0010,0013,0012,
10,0002,0002,0006,0001,0002,
11,0002,0002,0006,0001,0002,
12,0002,0002,0006,0001,0002,
13,0003,0002,0006,0002,0000,
14,0003,0002,0006,0002,0000,
15,0003,0002,0006,0002,0000,
16,0002,0000,0004,0004,0003,
17,0002,0000,0004,0004,0003,
18,0002,0000,0004,0004,0003,
19,0003,-002,0003,0001,0003,
20,0003,-002,0003,0001,0003,
21,0003,-002,0003,0001,0003,
22,0002,0000,0003,0000,0001,
23,0002,0000,0003,0000,0001,
24,0002,0000,0003,0000,0001,
25,0002,0002,0002,0004,0002,
26,0002,0002,0002,0004,0002,
27,0002,0002,0002,0004,0002,
28,0001,0000,-003,0002,0002,
29,0001,0000,-003,0002,0002,
