delta1,delta2,delta3,delta4
-0001,00002,00001,00002
00001,00005,00000,00001
00002,00003,00000,00000
00000,00002,00000,00001
00001,00001,00001,00001
00001,00002,00002,00002
00000,00002,00000,00002
00001,00002,00001,00002
00003,00002,00001,00003
00006,00003,00001,00003
00007,00006,00002,00006
00013,00011,00005,00008
00018,00012,00006,00014
00017,00012,00010,00021
00017,00012,00010,00024
00017,00012,00010,00025
00017,00012,00010,00023
00017,00012,00010,00029
00017,00012,00010,00027
00018,00018,00021,00031
00018,00018,00019,00031
00022,00021,00023,00033
00020,00017,00024,00033
00020,00017,00025,00033
00020,00017,00025,00033
00020,00017,00027,00033
00020,00017,00026,00033
00018,00023,00025,00043
00018,00024,00025,00043
00018,00021,00025,00043
00018,00022,00025,00043
00018,00022,00025,00043
00018,00021,00025,00043
00015,00018,00026,00033
00010,00015,00019,00025
00010,00014,00019,00025
00010,00012,00019,00025
00010,00011,00019,00025
00010,00011,00019,00025
00010,00007,00019,00025
00007,00011,00010,00012
00007,00011,00010,00014
00007,00011,00010,00012
00007,00011,00008,00011
00007,00011,00008,00010
00007,00011,00007,00011
00004,00005,00006,00009
00003,00005,00004,00008
00003,00003,00004,00006
00003,00004,00005,00006
00000,00004,00003,00005
00001,00003,00004,00005
00001,00001,00002,00004
00001,00002,00003,00005
00000,00004,00002,00004
