delta1,delta2,delta3,delta4
-0002,00002,00000,00002
-0004,00001,00002,00000
00001,00000,00000,00001
-0001,-0002,-0001,00001
00000,-0001,00000,00001
-0002,00001,-0001,00004
-0002,00001,-0002,00003
00000,00000,00000,00002
00002,00002,00000,00001
00004,00001,-0001,00004
00006,00002,00000,00005
00011,00005,00003,00011
00018,00009,00006,00020
00018,00009,00006,00017
00018,00012,00012,00024
00018,00012,00012,00025
00018,00012,00012,00026
00018,00012,00012,00030
00018,00012,00012,00031
00018,00012,00012,00034
00026,00020,00022,00031
00028,00021,00023,00031
00031,00021,00022,00031
00033,00019,00023,00031
00040,00019,00024,00031
00042,00019,00025,00031
00043,00023,00029,00044
00043,00021,00029,00044
00043,00023,00029,00044
00043,00022,00029,00044
00043,00021,00029,00044
00043,00020,00029,00044
00024,00017,00033,00055
00017,00019,00027,00040
00010,00010,00019,00028
00009,00010,00019,00028
00010,00010,00019,00028
00012,00010,00019,00028
00008,00010,00019,00028
00007,00010,00019,00028
00005,00006,00011,00019
00005,00006,00010,00019
00005,00006,00007,00019
00005,00006,00008,00019
00005,00006,00009,00019
00005,00006,00005,00019
00004,00004,00006,00011
00004,00004,00006,00011
00004,00004,00006,00011
00004,00004,00006,00008
00004,00004,00006,00007
00004,00004,00006,00009
00002,00002,00002,00007
00004,00004,00004,00005
00002,00001,00002,00004
