delta1,delta2,delta3,delta4
00002,00002,00000,00002
00002,00000,00002,00004
00002,00001,00000,00000
00003,00001,00000,00002
00005,-0001,00002,00004
00002,00005,00001,00004
00003,00001,00001,00003
00005,00004,00000,00003
00005,00005,00003,00006
00006,00005,00004,00007
00007,00009,00006,00008
00012,00012,00009,00011
00010,00012,00012,00015
00013,00015,00014,00019
00017,00016,00014,00023
00017,00016,00014,00023
00017,00016,00014,00026
00017,00016,00014,00025
00017,00016,00014,00024
00017,00016,00014,00022
00012,00007,00007,00023
00008,00003,00004,00018
00005,00006,00002,00011
00005,00006,00002,00009
00005,00006,00002,00009
00005,00006,00002,00008
00005,00006,00002,00007
00005,00006,00002,00006
00003,00002,00002,00005
00003,00002,00000,00003
00002,00000,00000,00002
00002,00002,00000,00002
00001,00001,-0004,00004
00000,00000,00001,00004
00002,00001,-0001,00002
00001,-0001,00000,00002
00001,00000,00000,00002
00001,00000,00000,00004
00000,00000,00000,00001
00000,-0001,00001,00002
00001,-0001,00000,00001
00003,00003,-0002,00002
00002,00000,00002,00003
00001,-0001,00000,00004
00002,00001,00001,00003
00001,-0001,00001,00001
00001,-0002,00000,00001
00002,00000,00000,00003
00000,00000,00000,00002
00002,00000,00002,00003
-0001,-0002,00001,00002
00000,-0001,00001,00002
00001,-0001,00001,00004
00000,-0002,00001,00002
00001,-0002,00002,00002
