delta1,delta2,delta3,delta4
00002,00003,00000,00001
00001,00001,00000,00003
00003,00001,00000,00001
00001,00001,00000,00002
00001,00001,-0001,00005
00000,00004,-0001,00002
00001,00006,00000,00003
00000,00000,00000,00002
00003,00003,-0001,00002
00003,00002,00000,00001
00001,00002,00002,00004
00003,00002,-0001,00002
00004,00004,00002,00005
00004,00005,00004,00015
00017,00007,00007,00037
00017,00007,00007,00042
00017,00007,00007,00050
00017,00007,00007,00054
00017,00007,00007,00056
00017,00007,00007,00058
00040,00025,00038,00054
00036,00032,00041,00054
00037,00034,00042,00054
00035,00037,00038,00054
00034,00040,00033,00054
00033,00039,00027,00054
00033,00038,00025,00025
00026,00032,00016,00015
00026,00032,00016,00012
00026,00032,00016,00008
00026,00032,00016,00006
00026,00032,00016,00005
00026,00032,00016,00004
00014,00010,00002,00004
00008,00008,-0001,00004
00006,00006,00001,00004
00003,00005,00002,00004
00003,00005,00002,00004
00003,00005,00002,00004
00004,00001,00001,00001
00002,00002,00002,00002
00000,00001,-0001,00001
-0001,00002,-0001,-0001
00002,00001,-0002,00002
00001,00004,00000,00001
00002,00004,-0003,00002
00004,00002,-0001,00002
00000,00001,00001,-0001
00002,00004,-0001,00002
00003,00002,-0003,00002
00001,00001,00001,00002
00004,00002,00000,00001
00002,00004,-0002,00003
00000,00003,-0002,00001
00002,00002,-0001,00002
