delta1,delta2,delta3,delta4
00002,00004,00000,00002
00000,00005,-0001,00006
00003,00003,00002,00004
00004,00004,00001,00006
00002,00004,00003,00007
00003,00004,00004,00009
00005,00005,00005,00008
00007,00008,00005,00011
00007,00006,00008,00014
00009,00008,00008,00015
00008,00010,00010,00017
00010,00010,00011,00021
00010,00010,00011,00021
00010,00010,00011,00017
00013,00015,00017,00024
00013,00015,00017,00020
00016,00013,00015,00020
00016,00013,00015,00021
00016,00013,00015,00019
00014,00014,00016,00019
00016,00015,00016,00017
00017,00017,00014,00013
00014,00017,00011,00011
00012,00019,00009,00007
00010,00015,00006,00005
00005,00010,00005,00004
00005,00011,00002,00006
00003,00006,00002,00003
00006,00015,-0002,00002
00002,00005,00000,00002
00002,00005,00000,00001
00002,00006,00001,00001
00003,00003,00001,00001
00003,00004,00001,00002
00001,00004,00002,00001
00001,00003,00000,00001
-0001,00005,00000,00002
00002,00003,00001,00003
00002,00003,00000,00001
00000,00004,-0001,00001
00001,00002,00000,00000
00001,00004,00000,00002
00001,00004,00000,00002
00001,00002,-0001,00001
00002,00004,-0001,00000
00001,00004,00000,00001
00002,00006,00000,00000
00002,00004,00000,00001
00002,00003,-0001,00001
-0002,00002,00000,00000
00001,00002,00001,00001
00001,00003,-0003,00002
00001,00002,00001,00002
00002,00003,00000,00001
00002,00003,00000,00002
