time,delta0,delta1,delta2,delta3,delta4
0,0015,0016,0028,0027,0030,
1,0027,0029,0052,0071,0063,
2,0027,0029,0052,0071,0063,
3,0016,0015,0028,0036,0033,
4,0013,0011,0021,0022,0027,
5,0013,0011,0021,0022,0027,
6,0007,0005,0010,0012,0013,
7,0006,0005,0006,0005,0010,
8,0006,0005,0006,0005,0010,
9,0006,0002,0000,0005,0009,
10,-002,0002,0000,0005,0005,
11,-002,0002,0000,0005,0005,
12,-002,0004,0006,0002,0001,
13,0002,0005,0006,0002,0001,
14,0002,0005,0006,0002,0001,
15,0005,0001,0001,0003,0001,
16,0005,0001,0001,0002,0001,
17,0005,0001,0001,0002,0001,
18,0002,0005,0006,0002,0000,
19,0002,0005,0002,0000,0000,
20,0002,0005,0002,0000,0000,
21,-001,0002,-001,0000,0001,
22,-001,0002,-001,0001,0001,
23,-001,0002,-001,0001,0001,
24,0000,0005,0007,0001,0001,
25,0000,0005,0005,0002,0001,
26,0000,0005,0005,0002,0001,
27,0002,0001,0001,0002,0004,
28,0005,0001,0001,0000,0005,
29,0005,0001,0001,0000,0005,
