delta1,delta2,delta3,delta4
00000,00000,00005,00002
00002,00002,00005,00003
00002,00005,00006,00006
00007,00016,00014,00013
00003,00006,00009,00004
00005,00007,00010,00009
00008,00008,00012,00010
00009,00011,00013,00011
00013,00016,00015,00014
00014,00017,00018,00017
00018,00019,00018,00020
00018,00019,00018,00018
00016,00014,00019,00021
00016,00014,00019,00021
00016,00014,00019,00024
00016,00014,00019,00021
00016,00014,00019,00023
00016,00014,00019,00023
00018,00007,00014,00023
00013,00005,00010,00022
00010,00004,00009,00014
00010,00004,00009,00015
00010,00004,00009,00014
00010,00004,00009,00011
00010,00004,00009,00009
00010,00004,00009,00007
00004,-0003,00004,00007
-0001,00000,00006,00005
00002,-0003,00004,00005
00005,00003,00003,00003
-0002,-0002,00003,00002
00001,-0001,00002,00003
-0002,-0001,00004,00003
-0003,-0002,00004,00002
00002,-0004,00003,00002
-0005,-0001,00003,00002
00001,-0002,00003,00002
00000,-0002,00004,00002
-0002,00001,00005,00002
-0001,-0003,00003,00000
-0001,-0001,00003,00001
00000,-0002,00004,00002
00001,-0001,00003,00000
00000,00004,00004,00002
-0002,-0002,00002,00003
00000,-0001,00004,00002
00000,-0001,00003,00001
00000,-0002,00002,00002
-0001,-0002,00005,00001
00000,-0002,00004,00000
00003,-0004,00003,00001
-0002,-0002,00002,00001
-0002,-0003,00003,00001
-0001,-0002,00003,00002
-0001,-0001,00004,00002
