delta1,delta2,delta3,delta4
00000,00000,00000,00003
00000,-0001,00000,00001
-0001,00001,-0001,00001
00001,-0002,-0001,00001
-0001,00000,00000,00001
-0001,00000,00000,00000
-0002,00001,-0001,00003
-0001,-0001,00000,00001
00000,00000,00000,00002
00003,-0001,00000,00005
00000,-0001,00000,00003
00002,00002,00000,00003
00007,00002,00001,00003
00020,00011,00004,00011
00027,00011,00004,00011
00030,00011,00004,00011
00027,00011,00004,00011
00036,00011,00004,00011
00035,00011,00004,00011
00033,00025,00038,00049
00033,00026,00038,00053
00033,00025,00037,00053
00033,00027,00037,00047
00033,00026,00033,00048
00033,00026,00030,00046
00032,00026,00029,00044
00023,00017,00022,00048
00012,00009,00016,00023
00010,00005,00016,00023
00008,00007,00016,00023
00006,00006,00016,00023
00004,00005,00016,00023
00003,00003,00016,00023
00003,00005,00004,00009
00003,00005,00003,00008
00003,00005,00004,00005
00003,00005,00002,00006
00003,00005,00003,00006
00003,00005,00008,00000
00001,00000,00002,00005
00000,-0001,00001,00003
00000,00000,00002,00003
-0001,00001,00000,00002
00001,-0001,00002,-0001
00001,-0002,00003,-0004
00001,00000,00000,00001
00000,00001,-0001,00002
-0002,-0001,00000,00002
-0001,00002,-0001,00002
-0001,00000,00000,00006
-0006,00005,-0003,00003
-0001,00000,-0001,00001
-0003,00000,-0001,00000
-0001,00001,00000,00001
-0002,00001,00000,00003
