delta1,delta2,delta3,delta4
00001,00001,-0002,00003
00003,00003,-0002,00001
00001,00002,-0001,00001
00003,00004,00001,00001
00002,00002,-0002,00005
00002,00002,-0001,00000
00001,00001,-0002,00000
00001,00002,00000,00002
00003,00003,-0001,00004
00004,00005,-0001,00002
00003,00001,00000,00005
00007,00007,00002,00012
00007,00004,00005,00016
00012,00006,00008,00022
00012,00006,00008,00024
00012,00006,00008,00026
00012,00006,00008,00031
00012,00006,00008,00032
00012,00006,00008,00034
00020,00020,00023,00034
00022,00022,00026,00034
00022,00020,00028,00034
00023,00020,00028,00034
00022,00024,00028,00034
00021,00023,00029,00034
00021,00025,00029,00034
00021,00026,00029,00034
00021,00025,00029,00034
00024,00027,00023,00023
00022,00027,00017,00016
00019,00024,00010,00011
00019,00024,00010,00009
00019,00024,00008,00008
00019,00024,00007,00006
00019,00024,00006,00006
00019,00024,00004,00006
00008,00012,00004,00005
00007,00012,00004,00005
00006,00008,00004,00005
00005,00009,00004,00005
00003,00007,00004,00005
00003,00007,00004,00005
00003,00005,00001,00002
00002,00006,-0002,00001
00002,00000,-0001,00002
00003,00003,00000,00002
00002,00003,-0001,00002
00002,00002,-0003,00001
00002,00003,-0001,00001
00002,00001,-0002,00002
00003,00001,-0002,00002
00000,00001,-0003,00001
00002,00002,-0002,00002
00001,00004,-0002,00002
00002,00003,-0002,00000
