delta1,delta2,delta3,delta4
-0002,00002,00002,00001
00000,00000,00000,00002
00001,00001,00001,00002
00009,00001,00002,00004
00020,00009,00003,00008
00022,00009,00003,00008
00019,00009,00003,00008
00020,00013,00011,00014
00020,00013,00011,00014
00021,00013,00012,00019
00019,00013,00012,00019
00017,00013,00014,00019
00018,00014,00013,00020
00018,00014,00013,00021
00018,00014,00013,00026
00018,00014,00013,00022
00018,00014,00013,00021
00018,00014,00013,00021
00011,00009,00015,00020
00006,00008,00010,00014
00006,00008,00010,00013
00006,00008,00010,00013
00006,00008,00010,00011
00006,00008,00010,00009
00006,00008,00010,00008
00003,00001,00004,00011
00000,00005,-0001,00012
00003,00002,00002,00005
-0001,00002,00001,00004
00002,-0001,00001,00003
00001,00002,00000,00002
00002,00001,00002,00002
-0007,00006,00003,00003
-0002,00000,00002,00003
-0001,00002,00000,00002
-0002,-0001,-0001,00002
00001,00000,00002,00003
-0001,-0001,00000,00001
-0001,00000,00001,00002
00002,00001,-0001,00001
00001,-0002,00001,00001
-0001,-0001,00001,00001
00002,-0002,00001,00003
00000,00000,00001,00002
-0001,00000,-0001,00001
00002,00000,-0001,-0004
-0002,00001,-0001,00001
-0001,00001,00001,-0003
00000,-0001,-0001,00001
-0001,-0001,00000,00002
-0001,-0001,00001,00002
00001,00001,00000,00001
-0004,-0002,00000,00001
-0002,00000,00000,00002
00001,00000,00000,00001
