delta1,delta2,delta3,delta4
00001,00000,00000,00002
00001,00002,00002,00003
00002,00003,00001,00003
00001,00001,-0001,00002
00001,00000,00000,00000
00001,00002,00001,00003
00002,00001,-0001,00002
00001,00003,00001,00003
00003,00005,00001,00004
00004,00004,00002,00004
00005,00007,00003,00006
00010,00012,00006,00007
00012,00014,00008,00010
00018,00015,00012,00013
00020,00017,00017,00023
00021,00017,00017,00026
00021,00017,00017,00023
00022,00017,00017,00031
00022,00017,00017,00030
00022,00017,00017,00032
00023,00019,00021,00035
00023,00019,00022,00035
00023,00019,00021,00035
00023,00019,00021,00035
00023,00019,00022,00035
00023,00019,00019,00035
00021,00019,00017,00031
00022,00014,00016,00032
00019,00012,00013,00028
00015,00009,00012,00025
00011,00009,00012,00025
00013,00009,00012,00025
00012,00009,00012,00025
00011,00009,00012,00025
00010,00009,00012,00025
00009,00006,00004,00017
00005,00003,00003,00012
00005,00003,00003,00011
00005,00003,00003,00009
00005,00003,00003,00009
00005,00003,00003,00010
00005,00003,00003,00008
00002,00001,00001,00008
00003,00001,00001,00005
00001,00001,00001,00004
00002,00002,-0001,00005
00003,-0002,00000,00003
00002,00001,00000,00001
00002,00001,00000,00001
00001,00000,00000,00004
00001,00003,00000,-0001
00001,00001,00000,00004
00001,00001,00000,00002
00001,00000,00001,00003
00001,-0001,00000,00002
