delta1,delta2,delta3,delta4
00000,00002,00002,00001
00001,00001,00001,00001
00001,00002,00001,00001
-0001,00000,00002,00002
00001,00001,00002,00003
-0001,00000,00003,00003
00001,00002,00003,00002
00002,00002,00001,00004
00002,00000,00004,00006
00002,00001,00003,00007
00003,00003,00004,00009
00004,00004,00006,00011
00006,00006,00007,00018
00011,00008,00011,00021
00011,00008,00011,00023
00011,00008,00011,00023
00011,00008,00011,00024
00011,00008,00011,00024
00011,00008,00011,00024
00017,00015,00017,00023
00016,00019,00018,00022
00017,00022,00020,00023
00017,00022,00020,00023
00017,00022,00020,00023
00017,00020,00021,00023
00017,00020,00019,00023
00017,00022,00019,00023
00017,00023,00019,00023
00017,00017,00019,00023
00018,00020,00018,00015
00018,00018,00018,00016
00015,00020,00016,00013
00015,00022,00016,00014
00015,00021,00016,00012
00015,00020,00016,00011
00015,00020,00016,00009
00015,00019,00016,00009
00013,00022,00012,00008
00013,00019,00012,00008
00008,00020,00010,00006
00008,00021,00010,00006
00008,00017,00010,00006
00006,00017,00005,00003
00003,00011,00004,00005
00002,00007,00005,00002
00002,00005,00002,00001
00003,00004,00001,00001
-0001,00004,00002,00000
-0001,00002,00001,-0001
00001,00002,00001,00000
00001,00002,00001,00000
00000,00001,00000,00000
00000,00001,00002,00001
00000,00003,00000,00001
-0001,00002,00002,00001
