time,delta0,delta1,delta2,delta3,delta4
0,0023,0022,0034,0051,0044,
1,0023,0022,0034,0051,0044,
2,0042,0035,0057,0084,0074,
3,0042,0035,0058,0084,0074,
4,0042,0035,0058,0084,0074,
5,0039,0030,0058,0076,0062,
6,0028,0030,0050,0073,0062,
7,0028,0030,0046,0057,0059,
8,0012,0010,0030,0050,0035,
9,0007,0009,0020,0020,0015,
10,0007,0009,0020,0020,0015,
11,0001,0005,0002,0005,0003,
12,0001,0005,0002,0005,0003,
13,0001,0005,0002,0005,0003,
14,-001,0001,0001,-002,0001,
15,-001,0001,0001,-002,0001,
16,-001,0001,0001,-002,0001,
17,0002,0003,-001,-001,0001,
18,0002,0003,-001,-001,0001,
19,0002,0003,-001,-001,0001,
20,-002,0003,-002,0000,0001,
21,-002,0003,-002,0000,0001,
22,-002,0003,-002,0000,0001,
23,0000,0004,0001,0002,0001,
24,0000,0004,0001,0002,0001,
25,0000,0004,0001,0002,0001,
26,-003,-001,0004,0003,0002,
27,-003,-001,0004,0003,0002,
28,-003,-001,0004,0003,0002,
29,0003,0002,-001,-002,0004,
