time,delta0,delta1,delta2,delta3,delta4
0,0023,0019,0035,0053,0042,
1,0028,0029,0046,0065,0058,
2,0030,0023,0044,0065,0054,
3,0030,0023,0044,0065,0054,
4,0012,0007,0024,0032,0029,
5,0012,0007,0023,0032,0029,
6,0012,0007,0022,0032,0029,
7,0009,0004,0011,0013,0013,
8,0009,0004,0011,0013,0013,
9,0009,0004,0011,0013,0013,
10,0006,0003,0010,0006,0005,
11,0005,0003,0010,0006,0005,
12,0005,0003,0010,0006,0005,
13,0005,0004,0004,0004,0005,
14,0006,0004,0004,0004,0005,
15,0006,0004,0004,0004,0005,
16,0000,0001,0002,0004,0005,
17,0000,0001,0002,0004,0005,
18,0000,0001,0002,0004,0005,
19,0004,0003,0003,0005,0003,
20,0004,0003,0003,0005,0003,
21,0004,0003,0003,0005,0003,
22,-001,-003,0000,0001,0001,
23,-001,-003,0000,0001,0001,
24,-001,-003,0000,0001,0001,
25,-004,0002,-001,0004,0005,
26,-004,0002,-001,0004,0005,
27,-004,0002,-001,0004,0005,
28,-002,0001,-001,0007,0004,
29,-002,0001,-001,0007,0004,
