delta1,delta2,delta3,delta4
00001,00000,00002,00001
00002,00002,00001,00003
00002,00000,00002,00001
00004,00002,00003,00004
00005,00004,00002,00003
00006,00004,00003,00004
00008,00006,00006,00007
00010,00007,00010,00012
00017,00013,00012,00015
00018,00017,00017,00018
00020,00019,00016,00018
00020,00019,00016,00018
00021,00019,00016,00022
00022,00019,00016,00018
00023,00019,00016,00018
00021,00019,00016,00018
00025,00019,00016,00018
00024,00019,00016,00018
00023,00022,00022,00025
00023,00020,00020,00024
00023,00020,00020,00021
00023,00019,00023,00023
00023,00019,00022,00023
00023,00019,00020,00023
00022,00020,00020,00022
00022,00017,00020,00022
00019,00018,00016,00018
00017,00015,00013,00014
00017,00015,00013,00016
00016,00014,00010,00012
00016,00014,00010,00011
00016,00014,00010,00008
00016,00014,00010,00008
00016,00014,00010,00008
00016,00014,00010,00008
00008,00005,00005,00005
00007,00005,00005,00005
00006,00005,00005,00005
00004,00005,00005,00005
00007,00005,00005,00005
00005,00005,00005,00005
00006,00003,00002,00001
00002,00001,00002,00003
00001,00003,00002,00004
00010,00000,00002,00000
00003,00000,00001,00001
00003,00001,00000,00000
00000,00001,00002,00001
00003,00000,00001,00000
00001,00000,00000,00000
00002,00000,00000,00001
00001,-0001,00000,-0001
00001,00001,00000,00001
00000,-0002,00001,00001
-0005,00002,00001,00001
