time,delta0,delta1,delta2,delta3,delta4
0,0026,0024,0047,0066,0060,
1,0027,0027,0048,0075,0061,
2,0050,0042,0063,0097,0091,
3,0050,0042,0063,0097,0091,
4,0017,0014,0027,0038,0037,
5,0017,0014,0026,0035,0037,
6,0016,0014,0024,0034,0037,
7,0007,0008,0012,0010,0008,
8,0007,0008,0012,0010,0008,
9,0007,0008,0012,0010,0008,
10,0008,0000,0000,0004,0008,
11,0008,0000,0000,0004,0008,
12,0008,0000,0000,0004,0008,
13,0000,-003,-001,0000,0003,
14,0000,-003,-001,0000,0003,
15,0000,-003,-001,0000,0003,
16,0006,0000,0001,0002,0005,
17,0006,0000,0001,0002,0005,
18,0006,0000,0001,0002,0005,
19,0007,0001,0001,0004,0004,
20,0007,0001,0001,0004,0004,
21,0007,0001,0001,0004,0004,
22,0000,0001,-002,0002,0000,
23,0000,0001,-002,0002,0000,
24,0000,0001,-002,0002,0000,
25,0001,0001,0003,0002,0000,
26,0001,0001,0003,0002,0000,
27,0001,0001,0003,0002,0000,
28,0002,0006,0005,-001,0000,
29,0002,0006,0005,-001,0000,
