delta1,delta2,delta3,delta4
-0002,00003,00001,-0001
00001,00000,00000,00002
00000,00001,00001,00002
00003,00003,-0001,00001
00002,00002,00000,00003
00002,00003,-0001,00002
00000,00002,-0001,00000
00001,00003,00001,00002
00004,00002,-0001,00002
00003,00003,-0001,00002
00002,00004,-0001,00002
00003,00000,-0001,00002
00004,00004,00001,00006
00006,00005,00003,00013
00012,00007,00008,00025
00012,00007,00008,00022
00012,00007,00008,00015
00019,00014,00015,00027
00019,00014,00015,00026
00019,00014,00015,00027
00019,00014,00015,00028
00019,00014,00015,00026
00019,00014,00015,00028
00020,00023,00022,00026
00020,00022,00022,00026
00020,00022,00023,00026
00017,00020,00016,00026
00016,00019,00009,00011
00016,00019,00009,00007
00016,00019,00009,00006
00016,00019,00009,00005
00016,00019,00009,00003
00016,00019,00009,00002
00003,00005,00000,00001
00000,00005,-0002,00002
00004,00002,-0002,00002
00001,00003,-0001,00000
00002,00003,-0001,00002
00002,00004,-0002,00000
00004,-0001,-0001,-0004
00001,00002,00000,00003
00001,00003,00000,00002
00001,00002,-0001,00002
00001,00001,-0002,00000
00002,00002,-0002,00002
00001,00001,-0001,00001
00000,00001,-0003,00001
00001,00003,-0003,00002
00000,00002,-0001,00000
00002,00001,-0001,00000
00001,00000,-0001,00001
00001,00004,00000,00000
00001,00001,-0002,00002
00003,00002,-0001,00001
00001,00001,-0001,00001
