delta1,delta2,delta3,delta4
00002,00002,00000,00003
00005,00002,-0001,00002
00003,00005,00001,00003
00007,00002,00000,00006
00006,00009,00002,00003
00009,00010,00004,00010
00013,00007,00009,00012
00012,00013,00007,00015
00017,00013,00012,00018
00015,00015,00008,00016
00015,00012,00009,00020
00015,00012,00009,00021
00015,00012,00009,00020
00014,00009,00008,00021
00014,00009,00008,00024
00014,00009,00008,00019
00011,00004,00004,00024
00011,00004,00004,00018
00008,00004,00002,00016
00007,00003,00000,00012
00004,00001,-0001,00008
00004,00003,-0002,00007
00006,00002,-0002,00005
00003,-0001,-0001,00003
00002,00001,-0003,00002
00003,00001,-0004,00005
00001,00001,-0003,00003
00001,-0002,-0002,00001
00000,00001,-0001,00004
00001,00000,-0003,00002
00001,-0002,-0002,00002
00002,-0002,-0004,00001
00001,-0001,-0004,00004
00003,-0002,-0001,00000
-0001,00001,00000,00000
00003,00000,-0002,00000
00001,00000,-0001,00002
00002,00000,-0002,00002
00001,-0002,-0003,00002
-0001,00000,-0002,00001
00002,00003,-0001,00002
00003,00002,-0003,00002
00001,00000,-0001,00001
00001,-0002,-0001,00002
-0001,-0001,00000,-0002
00002,-0003,-0002,00001
00001,00000,-0001,00002
00001,-0001,00000,00001
00000,-0001,-0002,00001
00002,-0001,-0001,00001
00001,-0001,00000,00002
00002,00001,-0001,-0001
00000,-0001,-0002,00002
00001,-0002,00000,00001
00003,-0001,-0003,00002
