delta1,delta2,delta3,delta4
-0003,00001,00001,00003
00000,00001,00001,00003
00001,00002,00000,00005
00000,00000,00000,00004
00000,00000,-0001,00003
00000,-0002,00000,00005
-0001,-0001,00002,00005
00001,00000,00000,00005
00000,00001,00003,00006
00003,00002,00002,00007
00007,00007,00004,00008
00008,00011,00006,00011
00013,00011,00011,00019
00010,00012,00012,00021
00010,00012,00012,00023
00010,00012,00012,00021
00010,00012,00012,00019
00008,00006,00008,00018
00007,00005,00003,00015
00005,00003,00003,00012
00002,00000,00004,00010
00002,00001,00002,00008
00002,00002,00002,00008
00001,00000,00001,00006
00000,00002,00002,00007
00003,00000,00001,00006
00002,-0001,-0003,00007
00000,00002,00002,00007
00002,00002,00001,00007
00002,00001,00002,00008
00001,00000,00002,00007
00002,00002,00001,00005
00001,00000,00002,00006
00000,00001,00002,00006
00000,00001,00003,00008
00002,00002,00002,00005
00001,00000,00002,00005
00001,-0001,00001,00005
00002,-0001,00002,00004
00000,-0002,00000,00005
-0001,00001,00001,00006
00000,00000,00001,00004
00000,-0001,00001,00005
00002,-0001,00001,00004
-0001,-0001,00001,00007
00002,00000,00001,00007
00000,-0002,00002,00006
-0001,00001,00001,00003
00000,-0001,00001,00004
00000,00000,00001,00005
00000,-0001,00002,00006
00000,-0001,00001,00005
00001,00001,00000,00005
-0001,00001,00000,00005
00000,00000,00001,00006
