delta1,delta2,delta3,delta4
00000,-0001,00001,00002
00001,00002,00002,00001
00002,00001,00003,00002
00001,00002,00004,00003
00002,00003,00002,00004
00005,00005,00002,00004
00006,00009,00007,00005
00006,00005,00008,00005
00009,00011,00009,00009
00010,00013,00011,00011
00012,00016,00015,00015
00016,00022,00018,00016
00016,00020,00018,00016
00019,00020,00021,00022
00019,00019,00021,00023
00019,00019,00023,00025
00019,00019,00020,00027
00019,00019,00020,00028
00019,00019,00018,00030
00020,00011,00015,00030
00018,00011,00015,00030
00015,00005,00009,00026
00011,00002,00004,00016
00004,00000,00003,00008
00004,00000,00003,00006
00004,00000,00003,00006
00004,00000,00003,00006
00004,00000,00003,00006
00004,00000,00003,00005
00003,00000,-0001,00003
00000,-0002,00003,00002
00002,-0001,00002,00002
00000,00000,00002,00001
00000,-0002,00001,00002
-0001,-0003,00001,00001
-0001,-0002,00002,00000
00000,-0002,00001,00001
00000,-0002,00002,00002
00000,-0001,00001,00001
00000,-0002,00001,00001
00000,-0002,00000,00001
-0001,-0001,00002,00004
-0001,-0003,00001,00000
00001,-0001,00002,00002
00001,-0003,00001,00000
-0001,-0002,00002,00002
00000,-0001,00001,00002
-0001,-0003,00001,00000
00000,-0001,00002,00002
00000,-0003,00001,00001
00000,-0003,00002,00002
00001,-0001,00000,00002
-0001,-0003,00002,00003
00001,-0003,00000,00001
00001,-0003,00002,00001
