delta1,delta2,delta3,delta4
00000,00000,-0001,00003
00000,-0001,00002,00001
00001,00000,00001,00002
00000,-0002,00002,00003
00001,00000,00001,00001
00002,00000,00001,00002
00000,00002,00003,00002
00003,00002,00003,00003
00002,00004,00006,00004
00003,00004,00005,00006
00006,00009,00008,00006
00008,00013,00010,00009
00014,00013,00012,00013
00014,00021,00019,00016
00014,00023,00019,00016
00014,00021,00019,00016
00014,00018,00019,00016
00021,00012,00015,00021
00016,00012,00015,00023
00016,00012,00015,00022
00016,00012,00015,00022
00016,00012,00015,00022
00016,00012,00015,00018
00012,00003,00007,00018
00007,-0001,00003,00009
00005,-0001,00003,00007
00002,-0001,00003,00005
00002,00001,00002,00004
00001,-0001,00002,00002
00002,-0002,00001,00001
00000,-0002,00001,00001
00001,00000,00001,00005
00001,-0002,00001,00001
00000,-0004,00002,00002
00001,-0001,00001,00001
-0001,-0002,00002,00002
-0001,-0002,00000,00001
00001,-0003,00000,00001
-0001,-0003,00001,00001
-0001,-0003,00001,00001
00000,-0002,00002,00000
00001,-0001,00002,00002
00000,-0003,00001,00003
-0001,-0001,00002,00002
00000,-0003,00001,00000
-0002,-0002,00001,00001
00000,00000,00002,-0001
00000,00000,00001,00001
-0001,-0003,00000,-0001
-0002,-0002,00001,00003
-0001,-0003,00002,00001
-0001,-0004,00000,00002
00000,-0004,00001,00001
00000,-0001,00002,00001
00001,-0002,00001,00001
