delta1,delta2,delta3,delta4
00000,00001,00000,00004
00001,00001,00001,00003
00001,00000,00001,00005
00001,00001,00001,00004
-0001,00000,00001,00004
00003,00003,00002,00004
00002,00002,00001,00003
00000,00002,00001,00003
00000,00002,00002,00006
00002,00004,00002,00003
00003,00005,00002,00005
00007,00008,00005,00007
00012,00011,00009,00012
00013,00014,00013,00019
00015,00014,00014,00028
00015,00014,00014,00027
00015,00014,00014,00025
00015,00014,00014,00023
00015,00014,00014,00023
00015,00014,00014,00019
00010,00005,00005,00020
00010,00005,00005,00015
00006,00002,00003,00009
00004,00000,00003,00006
00002,00000,00002,00006
00003,00002,00001,00006
00005,00002,00002,00005
00002,00000,00003,00006
00002,00001,00001,00004
00000,00001,00000,00006
00002,00002,00002,00006
00002,00001,00001,00003
00001,00003,00001,00005
00002,00001,00000,00004
00002,00001,00000,00003
-0002,00000,00003,00003
00001,00002,00001,00004
00001,-0001,00002,00004
00001,00002,00000,00004
00001,00000,00002,00005
00002,00001,00000,00004
00002,00002,00001,00004
00001,00001,00000,00003
00001,00000,00001,00003
00000,00000,00001,00003
00004,00001,-0001,00003
00000,00000,00001,00003
00002,00001,00001,00004
00001,00002,00001,00003
00002,00001,00000,00003
00000,00002,00002,00001
00002,-0001,00002,00005
00001,00001,00003,00003
00001,00002,00000,00004
00002,00001,00002,00004
