delta1,delta2,delta3,delta4
00000,-0001,00004,00002
00000,-0001,00004,00002
00000,-0002,00004,00002
00000,00000,00004,00002
00000,00002,00005,00003
00001,00001,00005,00003
00001,00002,00006,00003
00004,00006,00006,00005
00003,00007,00008,00006
00005,00011,00010,00007
00011,00014,00012,00009
00010,00015,00017,00015
00016,00022,00021,00019
00016,00022,00022,00019
00016,00022,00024,00019
00016,00024,00025,00019
00016,00025,00026,00019
00016,00028,00030,00019
00024,00028,00030,00030
00023,00028,00030,00029
00024,00028,00030,00034
00025,00028,00030,00034
00026,00028,00030,00036
00027,00028,00030,00038
00031,00033,00038,00039
00034,00028,00035,00042
00033,00016,00030,00044
00025,00012,00017,00038
00025,00007,00017,00038
00025,00005,00017,00038
00025,00002,00017,00038
00025,00004,00017,00038
00025,00002,00017,00038
00008,00003,00008,00015
00005,00003,00008,00014
00006,00003,00006,00011
00003,00003,00004,00010
00005,00003,00003,00013
00002,00003,00005,00007
00003,-0002,00005,00004
00000,-0003,00004,00003
00000,-0001,00004,00003
-0002,-0001,00004,00002
-0003,-0003,00002,00002
00000,00000,00003,00000
00000,-0001,00004,00002
-0003,-0001,00005,00001
00000,00000,00004,00002
-0002,-0002,00004,00002
00000,-0002,00003,00000
-0001,00000,00004,00002
-0001,-0001,00004,00003
-0002,-0003,00004,00003
-0002,-0002,00004,00002
-0003,-0002,00004,00002
