delta1,delta2,delta3,delta4
00002,00003,-0002,00001
00000,00001,00000,00001
-0002,00001,-0001,00000
00001,00001,-0001,00002
00001,00004,00001,00003
00000,00004,00002,00003
00004,00005,00001,00003
00005,00005,00002,00005
00004,00005,00001,00006
00006,00008,00006,00007
00010,00011,00009,00010
00013,00016,00011,00013
00015,00019,00013,00018
00017,00021,00017,00021
00017,00023,00017,00025
00017,00018,00017,00024
00017,00018,00017,00024
00017,00018,00017,00024
00017,00018,00017,00035
00018,00013,00013,00026
00011,00009,00007,00019
00005,00004,00003,00011
00005,00004,00003,00012
00005,00004,00003,00012
00005,00004,00003,00009
00005,00004,00003,00006
00005,00004,00003,00006
00000,00002,-0001,00005
00002,00002,-0001,00001
00000,00004,00000,00001
00003,00003,00003,-0001
-0001,00002,-0001,00001
-0001,00001,-0002,00001
-0001,00002,-0001,00001
-0001,00001,-0001,00003
00000,00000,00001,00001
-0001,00002,-0001,00003
00000,00002,-0001,00000
00000,00000,-0002,00003
00000,00001,-0002,00005
-0002,00002,-0001,00002
-0003,00001,00000,00000
-0001,-0002,00000,00001
00000,00003,-0001,00001
00000,00002,00000,00002
00001,00001,00000,00000
00001,00002,-0001,00000
-0002,00001,-0001,00000
-0002,00003,00001,00002
-0001,00001,00001,00003
00000,00001,00000,00002
-0001,00001,00001,00002
-0002,00003,00000,00001
00000,00001,00001,00001
-0002,00000,-0002,00001
