delta1,delta2,delta3,delta4
-0002,-0001,00001,00000
00001,-0003,00002,-0002
00000,-0002,00003,00002
-0001,-0002,00002,00002
00000,00002,00002,00002
00001,00000,00000,00004
-0002,00000,00003,00001
-0002,-0002,00003,00001
00001,00001,00003,00001
00001,00002,00002,00001
00000,00002,00004,00002
00005,00009,00004,00001
00005,00012,00009,00004
00011,00014,00012,00009
00023,00032,00017,00005
00015,00020,00017,00005
00020,00025,00024,00022
00019,00025,00027,00027
00019,00027,00031,00029
00019,00032,00034,00033
00019,00031,00034,00038
00019,00032,00039,00040
00026,00033,00037,00037
00028,00033,00037,00037
00025,00033,00037,00037
00025,00033,00037,00037
00028,00033,00037,00037
00030,00033,00037,00037
00029,00017,00028,00041
00023,00012,00016,00036
00023,00009,00016,00036
00023,00004,00016,00036
00023,00005,00016,00036
00023,00003,00016,00036
00023,00002,00016,00036
00011,00005,00005,00016
00007,00005,00006,00016
00005,00005,00004,00016
00004,00005,00004,00016
00006,00005,00003,00016
00004,00005,00004,00016
00003,00000,00004,00007
00003,00000,00004,00005
00003,00000,00004,00004
00003,00000,00004,00005
00003,00000,00004,00003
00003,00000,00004,00004
00003,-0001,00004,00005
00001,-0004,00003,00008
00001,-0001,00003,00002
00001,-0003,00004,00003
-0001,-0001,00002,00002
00002,-0001,00002,00000
00001,-0002,00001,00000
-0002,-0002,00001,-0001
