delta1,delta2,delta3,delta4
00002,00002,00000,00002
00001,00002,00000,00002
00000,00001,00000,00002
00002,00000,00003,00004
00002,00000,00001,00004
00001,00003,00002,00003
00002,00004,00001,00003
00006,00006,00002,00004
00007,00008,00003,00006
00010,00011,00007,00008
00012,00014,00009,00008
00017,00015,00011,00012
00011,00015,00012,00017
00016,00017,00016,00022
00016,00017,00016,00025
00016,00017,00016,00024
00016,00017,00016,00023
00016,00017,00016,00024
00016,00017,00016,00026
00015,00013,00017,00028
00016,00012,00013,00028
00017,00010,00009,00025
00013,00005,00006,00021
00010,00003,00004,00016
00004,00005,00001,00014
00004,00005,00001,00011
00004,00005,00001,00009
00004,00005,00001,00009
00004,00005,00001,00007
00004,00005,00001,00008
00003,00001,00004,00006
00002,00002,00001,00006
00002,00002,00001,00003
00004,00002,00001,00003
00003,00000,00001,00006
00003,00002,00001,00004
00004,00002,00001,00003
00002,00000,00001,00004
00002,-0001,00002,00004
00007,00002,00001,00005
00002,00003,00000,00004
00001,00001,00001,00004
00001,00002,00001,00003
00002,00000,00001,00005
00001,00002,00000,00005
00002,00003,00000,00002
00001,00000,00002,00004
00001,00001,00001,00003
00002,00001,00001,00004
00001,00000,00002,00003
00002,00000,00000,00003
00000,00000,00001,00002
00002,00000,00001,00002
00001,00001,00001,00002
00001,00001,00001,00003
