delta1,delta2,delta3,delta4
00003,00001,-0001,00001
00001,00000,00000,00002
00004,00000,00000,00002
00002,00001,00000,00001
00003,00002,00000,00002
00003,00005,00001,00003
00005,00006,00002,00002
00009,00010,00001,00004
00010,00012,00005,00004
00013,00017,00006,00008
00018,00020,00010,00012
00018,00019,00010,00012
00021,00020,00014,00017
00020,00020,00014,00017
00021,00018,00019,00023
00023,00018,00019,00025
00021,00018,00019,00028
00025,00018,00019,00033
00023,00018,00019,00031
00024,00018,00019,00034
00028,00023,00027,00038
00028,00024,00030,00038
00028,00022,00026,00038
00028,00021,00028,00038
00028,00020,00026,00038
00028,00020,00024,00038
00028,00024,00024,00038
00028,00015,00024,00038
00024,00013,00016,00033
00015,00007,00009,00029
00014,00007,00007,00029
00013,00007,00003,00029
00009,00007,00004,00029
00008,00007,00003,00029
00007,00007,00001,00029
00006,00003,00002,00010
00006,00003,00002,00009
00006,00003,00002,00008
00006,00003,00002,00006
00006,00003,00002,00004
00006,00003,00002,00004
00002,00004,-0001,00004
00003,00001,00000,00002
00004,00001,-0002,00002
00002,00002,-0001,00005
00002,00001,00000,00004
00004,00002,-0003,00001
00001,-0003,-0002,00001
00001,-0001,-0003,00000
00000,-0001,-0001,00002
00002,00001,-0003,00003
00002,00000,-0001,00001
-0001,-0001,-0002,00002
00002,-0001,00000,00002
00002,00000,-0002,-0001
