delta1,delta2,delta3,delta4
00000,00004,00000,00001
00002,00007,00001,00003
00002,00005,00002,00003
00002,00007,00004,00004
00007,00009,00005,00008
00010,00012,00009,00007
00011,00015,00009,00011
00013,00017,00012,00013
00014,00020,00014,00018
00014,00021,00014,00018
00014,00020,00014,00018
00016,00021,00017,00020
00016,00020,00017,00020
00015,00018,00020,00021
00015,00018,00015,00023
00015,00018,00015,00022
00015,00018,00015,00021
00015,00018,00015,00020
00010,00010,00008,00018
00006,00003,00004,00013
00004,00006,00000,00007
00003,00003,00000,00007
-0001,00003,00001,00004
00001,00002,00000,00000
-0001,00002,00001,00003
00000,00001,00001,00002
00001,00003,00000,00003
00000,00002,00000,00002
00000,00000,-0001,00001
00002,00002,00000,00000
-0001,00000,00000,00001
-0002,00000,-0001,00000
-0001,00003,00001,00001
00002,00001,-0001,00001
-0001,00002,00000,00002
-0002,00001,00000,00001
-0001,00002,00000,00002
-0002,00000,-0001,00001
-0001,00002,-0001,00002
00000,00000,-0001,00000
-0001,00001,-0002,00002
00000,00001,-0001,00000
-0003,00001,-0002,00002
00000,00004,00001,00004
-0001,00001,00000,00001
00002,00000,00001,00003
00000,00001,00000,00001
00001,00000,00001,00000
00001,00000,00001,-0003
00000,00002,-0002,00001
-0001,-0001,00000,00002
00001,00000,00000,00002
-0001,00002,00000,00000
00000,-0001,00000,00000
-0001,00002,-0001,00002
